abstract,application_area,arxiv_id,author_keywords,authors,bibtex,citation_count,dataset_or_benchmark,document_type,doi,index_keywords,influential_citation_count,input_type,is_open_access,method_family,modality,open_access_pdf,output_type,paper_title,paper_url,reason_kept_or_removed,record_id,reference_count,relevance_score,s2_publication_date,semantic_scholar_id,semantic_scholar_url,source,source_query,task_category,tier,venue,year
"Artificial Intelligence (AI) has revolutionized various industries, including the food industry. One of the critical tasks in the food industry is counting the products during processing, packaging, and transportation. Manual counting is tedious, time-consuming, and prone to errors, which can lead to significant losses. The development of an AI-based visual counting system for the food industry aims to automate the counting process, reduce errors, and improve efficiency. This paper discusses the development of an AI-based visual counting system for the food industry, including the challenges, advantages, and potential applications. The proposed system utilizes deep learning algorithms to analyze digital images of food products and provide accurate counts. The system’s effectiveness was evaluated through various experiments, and the results indicate that it can significantly improve the accuracy and efficiency of visual counting in the food industry.",,,,Ari Aharari; Kaito Kuwaduru; Farhad Mehdipour,"@Article{Aharari2023DevelopmentOA, author = {Ari Aharari and Kaito Kuwaduru and Farhad Mehdipour}, booktitle = {2023 IEEE 13th Symposium on Computer Applications & Industrial Electronics (ISCAIE)}, journal = {2023 IEEE 13th Symposium on Computer Applications & Industrial Electronics (ISCAIE)}, pages = {136-139}, title = {Development of an Artificial Intelligence (AI) Based Visual Counting System for the Food Industry}, year = {2023} }",7,,,10.1109/iscaie57739.2023.10165399,,0,,False,,,,,Development of an Artificial Intelligence (AI) Based Visual Counting System for the Food Industry,https://www.semanticscholar.org/paper/c1973dbfb37ab0b3f2b3e9f6e7c76f5d7faba6ad,Collected from Semantic Scholar API.,S2_c1973dbfb37ab0b3f2b3e9f6e7c76f5d7faba6ad,12,,2023-05-20,c1973dbfb37ab0b3f2b3e9f6e7c76f5d7faba6ad,https://www.semanticscholar.org/paper/c1973dbfb37ab0b3f2b3e9f6e7c76f5d7faba6ad,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,2023 IEEE 13th Symposium on Computer Applications & Industrial Electronics (ISCAIE),2023
"Indonesia has established a national action plan on marine plastic debris to tackle the issue of marine plastic debris. Because most of the marine plastic debris in Indonesia is likely due to mismanaged plastic waste, it is important to address the problem of riverine plastic river problem in Indonesia. The objectives of this study are to visually observe the condition of the river in terms of plastic pollution, to quantify plastic litter in the river, and to develop a visual counting model of plastic litter quantification. The visual counting of plastic debris (> 2.5 cm) method based on the European standard method was applied to a river in Indonesia. The main challenge was the high turbidity of the water that obstructed visual observation. The deployment of the fishing net was also not appropriate to collect debris. Most of the plastic debris was stranded on the riverbanks, indicating that the plastic flow was likely elevated due to runoff during the rainy season. Four types of plastic litter polymers were obtained, i.e., polyethylene terephthalate (PET), low-density polyethylene (LDPE), polypropylene (PP), and polystyrene (PS). The highest percentage of macroplastics is LDPE, which usually used as daily packaging (90%).",,,,A. Sarminingsih; P. Andarani; W. D. Nugraha,"@Conference{Sarminingsih2022DevelopingAV, author = {A. Sarminingsih and P. Andarani and W. D. Nugraha}, booktitle = {IOP Conference Series: Earth and Environment}, journal = {IOP Conference Series: Earth and Environmental Science}, title = {Developing a Visual Counting Method to Quantify Riverine Plastic Litter: A Case Study of Rivers in Semarang City, Indonesia}, volume = {1098}, year = {2022} }",4,,Conference,10.1088/1755-1315/1098/1/012050,Physics,0,,True,,,https://iopscience.iop.org/article/10.1088/1755-1315/1098/1/012050/pdf,,"Developing a Visual Counting Method to Quantify Riverine Plastic Litter: A Case Study of Rivers in Semarang City, Indonesia",https://www.semanticscholar.org/paper/0c888cd019af175908531942f6f2e5d3947b415c,Collected from Semantic Scholar API.,S2_0c888cd019af175908531942f6f2e5d3947b415c,11,,2022-10-01,0c888cd019af175908531942f6f2e5d3947b415c,https://www.semanticscholar.org/paper/0c888cd019af175908531942f6f2e5d3947b415c,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,IOP Conference Series: Earth and Environment,2022
,,,,Duy-Kien Nguyen; Vedanuj Goswami; Xinlei Chen,"@Article{Nguyen2021MoVieRM, author = {Duy-Kien Nguyen and Vedanuj Goswami and Xinlei Chen}, booktitle = {International Conference on Learning Representations}, title = {MoVie: Revisiting Modulated Convolutions for Visual Counting and Beyond}, year = {2021} }",12,,JournalArticle,,Computer Science,0,,False,,,,,MoVie: Revisiting Modulated Convolutions for Visual Counting and Beyond,https://www.semanticscholar.org/paper/ef7a22c4eca639e2f2f035f0a95e8184aa9cfff1,Collected from Semantic Scholar API.,S2_ef7a22c4eca639e2f2f035f0a95e8184aa9cfff1,52,,,ef7a22c4eca639e2f2f035f0a95e8184aa9cfff1,https://www.semanticscholar.org/paper/ef7a22c4eca639e2f2f035f0a95e8184aa9cfff1,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,International Conference on Learning Representations,2021
"In this dissertation, we investigated and enhanced Deep Learning (DL) techniques for counting objects, like pedestrians, cells or vehicles, in still images or video frames. In particular, we tackled the challenge related to the lack of data needed for training current DL-based solutions. Given that the budget for labeling is limited, data scarcity still represents an open problem that prevents the scalability of existing solutions based on the supervised learning of neural networks and that is responsible for a significant drop in performance at inference time when new scenarios are presented to these algorithms. We introduced solutions addressing this issue from several complementary sides, collecting datasets gathered from virtual environments automatically labeled, proposing Domain Adaptation strategies aiming at mitigating the domain gap existing between the training and test data distributions, and presenting a counting strategy in a weakly labeled data scenario, i.e., in the presence of non-negligible disagreement between multiple annotators. Moreover, we tackled the non-trivial engineering challenges coming out of the adoption of Convolutional Neural Network-based techniques in environments with limited power resources, introducing solutions for counting vehicles and pedestrians directly onboard embedded vision systems, i.e., devices equipped with constrained computational capabilities that can capture images and elaborate them.",,2206.03033,,Luca Ciampi,"@Article{Ciampi2022DeepLT, author = {Luca Ciampi}, booktitle = {arXiv.org}, journal = {ArXiv}, title = {Deep Learning Techniques for Visual Counting}, volume = {abs/2206.03033}, year = {2022} }",1,,JournalArticle,10.48550/arxiv.2206.03033,Computer Science,0,,True,,,https://arxiv.org/pdf/2206.03033,,Deep Learning Techniques for Visual Counting,https://www.semanticscholar.org/paper/07edad5bae803435c0b80e7dd1d958e9885a86a7,Collected from Semantic Scholar API.,S2_07edad5bae803435c0b80e7dd1d958e9885a86a7,0,,2022-06-07,07edad5bae803435c0b80e7dd1d958e9885a86a7,https://www.semanticscholar.org/paper/07edad5bae803435c0b80e7dd1d958e9885a86a7,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,arXiv.org,2022
"As population growth and urbanization continue, accurate crowd counting is increasingly important for public safety management and the Internet of Video Things (IOVT). However, RGB and thermal infrared (RGB-T) crowd counting still faces challenges in improving feature extraction capability for RGB streams and reducing multimodality differences. For this, we propose a visual prompt multibranch fusion network (VPMFNet) to tackle the above challenges. Specifically, to improve the ability of crowd analysis of the RGB stream in RGB-T crowd counting, through designing the prompt enhancement module, we take the prior features of head perception in the crowd as visual prompt cues to embed into the RGB stream. In terms of RGB and thermal image feature fusion, we fully reduce the modality differences from the perspectives of local fusion, global fusion, and multireceptive field fusion to accurately estimate the pedestrian number. Various experiments on two RGB-T crowd counting data sets demonstrate that our VPMFNet achieves a smaller estimation error in the number of pedestrians. Besides, our VPMFNet outperforms existing methods (i.e., multicolumn convolutional neural network, BL, SANet, UCNet, HDFNet, BBSNet, BL+IDAM, BL+CSCA, dual-branch enhanced feature fusion network, and GETANet) on the RGB-D data set. Our code will be released at https://github.com/QSBAOYANGMU/VPMFNet.",,,,Baoyang Mu; Feng Shao; Zhengxuan Xie; Hangwei Chen; Qiuping Jiang; Yo-Sung Ho,"@Article{Mu2024VisualPM, author = {Baoyang Mu and Feng Shao and Zhengxuan Xie and Hangwei Chen and Qiuping Jiang and Yo-Sung Ho}, booktitle = {IEEE Internet of Things Journal}, journal = {IEEE Internet of Things Journal}, pages = {31758-31775}, title = {Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting}, volume = {11}, year = {2024} }",23,,JournalArticle,10.1109/jiot.2024.3420449,Computer Science,1,,False,,,,,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,https://www.semanticscholar.org/paper/ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Collected from Semantic Scholar API.,S2_ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,80,,2024-10-01,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,https://www.semanticscholar.org/paper/ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,IEEE Internet of Things Journal,2024
"This paper targets at visual counting, where the setup is to estimate the total number of occurrences in a natural image given an input query (e.g. a question or a category). Most existing work for counting focuses on explicit, symbolic models that iteratively examine relevant regions to arrive at the final number, mimicking the intuitive process specifically for counting. However, such models can be computationally expensive, and more importantly place a limit on their generalization to other reasoning tasks. In this paper, we propose a simple and effective alternative for visual counting by revisiting modulated convolutions that fuse query and image locally. The modulation is performed on a per-bottleneck basis by fusing query representations with input convolutional feature maps of that residual bottleneck. Therefore, we call our method MoVie, short for Modulated conVolutional bottleneck. Notably, MoVie reasons implicitly and holistically for counting and only needs a single forward-pass during inference. Nevertheless, MoVie showcases strong empirical performance. First, it significantly advances the state-of-the-art accuracies on multiple counting-specific Visual Question Answering (VQA) datasets (i.e., HowMany-QA and TallyQA). Moreover, it also works on common object counting, outperforming prior-art on difficult benchmarks like COCO. Third, integrated as a module, MoVie can be used to improve number-related questions for generic VQA models. Finally, we find MoVie achieves similar, near-perfect results on CLEVR and competitive ones on GQA, suggesting modulated convolutions as a mechanism can be useful for more general reasoning tasks beyond counting.",,2004.11883,,Duy-Kien Nguyen; Vedanuj Goswami; Xinlei Chen,"@Article{Nguyen2020RevisitingMC, author = {Duy-Kien Nguyen and Vedanuj Goswami and Xinlei Chen}, booktitle = {arXiv.org}, journal = {ArXiv}, title = {Revisiting Modulated Convolutions for Visual Counting and Beyond}, volume = {abs/2004.11883}, year = {2020} }",23,,JournalArticle,,Computer Science,4,,False,,,,,Revisiting Modulated Convolutions for Visual Counting and Beyond,https://www.semanticscholar.org/paper/53cd3ae141da562a7e2006fc881dd0b9682801c9,Collected from Semantic Scholar API.,S2_53cd3ae141da562a7e2006fc881dd0b9682801c9,63,,2020-04-24,53cd3ae141da562a7e2006fc881dd0b9682801c9,https://www.semanticscholar.org/paper/53cd3ae141da562a7e2006fc881dd0b9682801c9,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,arXiv.org,2020
"Machine learning models tend to over-rely on statistical shortcuts. These spurious correlations between parts of the input and the output labels does not hold in real-world settings. We target this issue on the recent open-ended visual counting task which is well suited to study statistical shortcuts. We aim to develop models that learn a proper mechanism of counting regardless of the output label. First, we propose the Modifying Count Distribution (MCD) protocol, which penalizes models that over-rely on statistical shortcuts. It is based on pairs of training and testing sets that do not follow the same count label distribution such as the odd-even sets. Intuitively, models that have learned a proper mechanism of counting on odd numbers should perform well on even numbers. Secondly, we introduce the Spatial Counting Network (SCN), which is dedicated to visual analysis and counting based on natural language questions. Our model selects relevant image regions, scores them with fusion and self-attention mechanisms, and provides a final counting score. We apply our protocol on the recent dataset, TallyQA, and show superior performances compared to state-of-the-art models. We also demonstrate the ability of our model to select the correct instances to count in the image. Code and datasets are available: this https URL",,2006.10079,,Corentin Dancette; Rémi Cadène; Xinlei Chen; M. Cord,"@Article{Dancette2020OvercomingSS, author = {Corentin Dancette and Rémi Cadène and Xinlei Chen and M. Cord}, booktitle = {arXiv.org}, journal = {ArXiv}, title = {Overcoming Statistical Shortcuts for Open-ended Visual Counting}, volume = {abs/2006.10079}, year = {2020} }",3,,JournalArticle,,Computer Science; Engineering,0,,False,,,,,Overcoming Statistical Shortcuts for Open-ended Visual Counting,https://www.semanticscholar.org/paper/b5cb23c3c09bcd9f0e12a864b9f4ac3fa0f2dfbd,Collected from Semantic Scholar API.,S2_b5cb23c3c09bcd9f0e12a864b9f4ac3fa0f2dfbd,51,,2020-06-17,b5cb23c3c09bcd9f0e12a864b9f4ac3fa0f2dfbd,https://www.semanticscholar.org/paper/b5cb23c3c09bcd9f0e12a864b9f4ac3fa0f2dfbd,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,arXiv.org,2020
"Zero-Shot Object Counting~(ZSOC) aims to count referred instances of arbitrary classes in a query image without human-annotated exemplars. To deal with ZSOC, preceding studies proposed a two-stage pipeline: discovering exemplars and counting. However, there remains a challenge of vulnerability to error propagation of the sequentially designed two-stage process. In this work, we propose an one-stage baseline, Visual-Language Baseline (VLBase), exploring the implicit association of the semantic-patch embeddings of CLIP. Subsequently, we extend the VLBase to Visual-language Counter (VLCounter) by incorporating three modules devised to tailor VLBase for object counting. First, we introduce Semantic-conditioned Prompt Tuning (SPT) within the image encoder to acquire target-highlighted representations. Second, Learnable Affine Transformation (LAT) is employed to translate the semantic-patch similarity map to be appropriate for the counting task. Lastly, we transfer the layer-wisely encoded features to the decoder through Segment-aware Skip Connection (SaSC) to keep the generalization capability for unseen classes. Through extensive experiments on FSC147, CARPK, and PUCPR+, we demonstrate the benefits of our end-to-end framework, VLCounter. Code is available at https://github.com/seunggu0305/VLCounter",,2312.16580,,Seung-Hun Kang; WonJun Moon; Euiyeon Kim; Jae-Pil Heo,"@Article{Kang2023VLCounterTV, author = {Seung-Hun Kang and WonJun Moon and Euiyeon Kim and Jae-Pil Heo}, booktitle = {AAAI Conference on Artificial Intelligence}, pages = {2714-2722}, title = {VLCounter: Text-aware Visual Representation for Zero-Shot Object Counting}, year = {2023} }",71,,JournalArticle; Conference,10.48550/arxiv.2312.16580,Computer Science,9,,False,,,,,VLCounter: Text-aware Visual Representation for Zero-Shot Object Counting,https://www.semanticscholar.org/paper/ebd49ede490d2cbd431bbf83790ee70b20c418fd,Collected from Semantic Scholar API.,S2_ebd49ede490d2cbd431bbf83790ee70b20c418fd,35,,2023-12-27,ebd49ede490d2cbd431bbf83790ee70b20c418fd,https://www.semanticscholar.org/paper/ebd49ede490d2cbd431bbf83790ee70b20c418fd,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,AAAI Conference on Artificial Intelligence,2023
"We introduce T-Rex, an interactive object counting model designed to first detect and then count any objects. We formulate object counting as an open-set object detection task with the integration of visual prompts. Users can specify the objects of interest by marking points or boxes on a reference image, and T-Rex then detects all objects with a similar pattern. Guided by the visual feedback from T-Rex, users can also interactively refine the counting results by prompting on missing or falsely-detected objects. T-Rex has achieved state-of-the-art performance on several class-agnostic counting benchmarks. To further exploit its potential, we established a new counting benchmark encompassing diverse scenarios and challenges. Both quantitative and qualitative results show that T-Rex possesses exceptional zero-shot counting capabilities. We also present various practical application scenarios for T-Rex, illustrating its potential in the realm of visual prompting.",,2311.13596,,Qing Jiang; Feng Li; Tianhe Ren; Shilong Liu; Zhaoyang Zeng; Kent Yu; Lei Zhang,"@Article{Jiang2023TRexCB, author = {Qing Jiang and Feng Li and Tianhe Ren and Shilong Liu and Zhaoyang Zeng and Kent Yu and Lei Zhang}, booktitle = {arXiv.org}, journal = {ArXiv}, title = {T-Rex: Counting by Visual Prompting}, volume = {abs/2311.13596}, year = {2023} }",22,,JournalArticle,10.48550/arxiv.2311.13596,Computer Science,0,,False,,,,,T-Rex: Counting by Visual Prompting,https://www.semanticscholar.org/paper/5c3a1b509b4f2851305e049b06ffe40dfaab87ca,Collected from Semantic Scholar API.,S2_5c3a1b509b4f2851305e049b06ffe40dfaab87ca,52,,2023-11-22,5c3a1b509b4f2851305e049b06ffe40dfaab87ca,https://www.semanticscholar.org/paper/5c3a1b509b4f2851305e049b06ffe40dfaab87ca,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,arXiv.org,2023
"Computer vision with deep learning is emerging as a significant approach for non-invasive and non-destructive plant phenotyping. Spikes are the reproductive organs of wheat plants. Detection and counting of spikes considered the grain-bearing organ have great importance in the phenomics study of large sets of germplasms. In the present study, we developed an online platform, “Web-SpikeSegNet,” based on a deep-learning framework for spike detection and counting from the wheat plant’s visual images. The architecture of the Web-SpikeSegNet consists of 2 layers. First Layer, Client-Side Interface Layer, deals with end user’s requests and corresponding responses management. In contrast, the second layer, Server Side Application Layer, consists of a spike detection and counting module. The backbone of the spike detection module comprises of deep encoder-decoder network with hourglass network for spike segmentation. The Spike counting module implements the “Analyze Particle” function of imageJ to count the number of spikes. For evaluating the performance of Web-SpikeSegNet, we acquired the wheat plant’s visual images, and the satisfactory segmentation performances were obtained as Type I error 0.00159, Type II error 0.0586, Accuracy 99.65%, Precision 99.59% and F1 score 99.65%. As spike detection and counting in wheat phenotyping are closely related to the yield, Web-SpikeSegNet is a significant step forward in the field of wheat phenotyping and will be very useful to the researchers and students working in the domain.",,,,T. Misra; Alka Arora; S. Marwaha; Ranjeet Ranjan Jha; M. Ray; Rajni Jain; Atmakuri Ramakrishna Rao; Eldho Varghese; Shailendra Kumar; Sudhir Kumar; Aditya Nigam; R. Sahoo; V. Chinnusamy,"@Article{Misra2021WebSpikeSegNetDL, author = {T. Misra and Alka Arora and S. Marwaha and Ranjeet Ranjan Jha and M. Ray and Rajni Jain and Atmakuri Ramakrishna Rao and Eldho Varghese and Shailendra Kumar and Sudhir Kumar and Aditya Nigam and R. Sahoo and V. Chinnusamy}, booktitle = {IEEE Access}, journal = {IEEE Access}, pages = {76235-76247}, title = {Web-SpikeSegNet: Deep Learning Framework for Recognition and Counting of Spikes From Visual Images of Wheat Plants}, volume = {9}, year = {2021} }",29,,JournalArticle,10.1109/access.2021.3080836,Computer Science,1,,True,,,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09432817.pdf,,Web-SpikeSegNet: Deep Learning Framework for Recognition and Counting of Spikes From Visual Images of Wheat Plants,https://www.semanticscholar.org/paper/85dd66f079837ac156e0ad6ad0e63f14d6c273c3,Collected from Semantic Scholar API.,S2_85dd66f079837ac156e0ad6ad0e63f14d6c273c3,36,,2021-02-17,85dd66f079837ac156e0ad6ad0e63f14d6c273c3,https://www.semanticscholar.org/paper/85dd66f079837ac156e0ad6ad0e63f14d6c273c3,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,IEEE Access,2021
"Crowd estimation is a very challenging problem. The most recent study tries to exploit auditory information to aid the visual models, however, the performance is limited due to the lack of an effective approach for feature extraction and integration. The paper proposes a new audiovisual multi-task network to address the critical challenges in crowd counting by effectively utilizing both visual and audio inputs for better modalities association and productive feature extraction. The proposed network introduces the notion of auxiliary and explicit image patch-importance ranking (PIR) and patch-wise crowd estimate (PCE) information to produce a third (run-time) modality. These modalities (audio, visual, run-time) undergo a transformer-inspired cross-modality co-attention mechanism to finally output the crowd estimate. To acquire rich visual features, we propose a multi-branch structure with transformer-style fusion in-between. Extensive experimental evaluations show that the proposed scheme outperforms the state-of-the-art networks under all evaluation settings with up to 33.8% improvement. We also analyze and compare the vision-only variant of our network and empirically demonstrate its superiority over previous approaches.",,2109.01926,,Usman Sajid; Xiangyu Chen; Hasan Sajid; Taejoon Kim; Guanghui Wang,"@Article{Sajid2021AudioVisualTB, author = {Usman Sajid and Xiangyu Chen and Hasan Sajid and Taejoon Kim and Guanghui Wang}, booktitle = {2021 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)}, journal = {2021 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)}, pages = {2249-2259}, title = {Audio-Visual Transformer Based Crowd Counting}, year = {2021} }",24,,JournalArticle; Conference,10.1109/iccvw54120.2021.00254,Computer Science,1,,True,,,https://arxiv.org/pdf/2109.01926,,Audio-Visual Transformer Based Crowd Counting,https://www.semanticscholar.org/paper/dcd8617200724f0aa998276be339ff4af589ee42,Collected from Semantic Scholar API.,S2_dcd8617200724f0aa998276be339ff4af589ee42,61,,2021-09-04,dcd8617200724f0aa998276be339ff4af589ee42,https://www.semanticscholar.org/paper/dcd8617200724f0aa998276be339ff4af589ee42,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,2021 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),2021
"High throughput non-destructive phenotyping is emerging as a significant approach for phenotyping germplasm and breeding populations for the identification of superior donors, elite lines, and QTLs. Detection and counting of spikes, the grain bearing organs of wheat, is critical for phenomics of a large set of germplasm and breeding lines in controlled and field conditions. It is also required for precision agriculture where the application of nitrogen, water, and other inputs at this critical stage is necessary. Further, counting of spikes is an important measure to determine yield. Digital image analysis and machine learning techniques play an essential role in non-destructive plant phenotyping analysis. In this study, an approach based on computer vision, particularly object detection, to recognize and count the number of spikes of the wheat plant from the digital images is proposed. For spike identification, a novel deep-learning network, SpikeSegNet, has been developed by combining two proposed feature networks: Local Patch extraction Network (LPNet) and Global Mask refinement Network (GMRNet). In LPNet, the contextual and spatial features are learned at the local patch level. The output of LPNet is a segmented mask image, which is further refined at the global level using GMRNet. Visual (RGB) images of 200 wheat plants were captured using LemnaTec imaging system installed at Nanaji Deshmukh Plant Phenomics Centre, ICAR-IARI, New Delhi. The precision, accuracy, and robustness (F1 score) of the proposed approach for spike segmentation are found to be 99.93%, 99.91%, and 99.91%, respectively. For counting the number of spikes, “analyse particles”—function of imageJ was applied on the output image of the proposed SpikeSegNet model. For spike counting, the average precision, accuracy, and robustness are 99%, 95%, and 97%, respectively. SpikeSegNet approach is tested for robustness with illuminated image dataset, and no significant difference is observed in the segmentation performance. In this study, a new approach called as SpikeSegNet has been proposed based on combined digital image analysis and deep learning techniques. A dedicated deep learning approach has been developed to identify and count spikes in the wheat plants. The performance of the approach demonstrates that SpikeSegNet is an effective and robust approach for spike detection and counting. As detection and counting of wheat spikes are closely related to the crop yield, and the proposed approach is also non-destructive, it is a significant step forward in the area of non-destructive and high-throughput phenotyping of wheat.",,,,T. Misra; Alka Arora; S. Marwaha; V. Chinnusamy; A. Rao; Rajni Jain; R. Sahoo; M. Ray; Sudhir Kumar; D. Raju; Ranjeet Ranjan Jha; A. Nigam; Swati Goel,"@Article{Misra2020SpikeSegNetaDL, author = {T. Misra and Alka Arora and S. Marwaha and V. Chinnusamy and A. Rao and Rajni Jain and R. Sahoo and M. Ray and Sudhir Kumar and D. Raju and Ranjeet Ranjan Jha and A. Nigam and Swati Goel}, booktitle = {Plant Methods}, journal = {Plant Methods}, title = {SpikeSegNet-a deep learning approach utilizing encoder-decoder network with hourglass for spike segmentation and counting in wheat plant from visual imaging}, volume = {16}, year = {2020} }",94,,JournalArticle,10.1186/s13007-020-00582-9,Computer Science; Medicine,1,,True,,,https://plantmethods.biomedcentral.com/track/pdf/10.1186/s13007-020-00582-9,,SpikeSegNet-a deep learning approach utilizing encoder-decoder network with hourglass for spike segmentation and counting in wheat plant from visual imaging,https://www.semanticscholar.org/paper/c21d42d728a6afa6d4d37f8b977261d708fd748d,Collected from Semantic Scholar API.,S2_c21d42d728a6afa6d4d37f8b977261d708fd748d,40,,2020-03-18,c21d42d728a6afa6d4d37f8b977261d708fd748d,https://www.semanticscholar.org/paper/c21d42d728a6afa6d4d37f8b977261d708fd748d,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,Plant Methods,2020
,,,,Yuqi Liu; Tianyuan Qu; Zhisheng Zhong; Bohao Peng; Shu Liu; Bei Yu; Jiaya Jia,"@Article{Liu2025VisionReasonerUV, author = {Yuqi Liu and Tianyuan Qu and Zhisheng Zhong and Bohao Peng and Shu Liu and Bei Yu and Jiaya Jia}, booktitle = {arXiv.org}, journal = {ArXiv}, title = {VisionReasoner: Unified Visual Perception and Reasoning via Reinforcement Learning}, volume = {abs/2505.12081}, year = {2025} }",48,,JournalArticle,10.48550/arxiv.2505.12081,Computer Science,7,,False,,,,,VisionReasoner: Unified Visual Perception and Reasoning via Reinforcement Learning,https://www.semanticscholar.org/paper/f5b9ebaa33afa93986517a5afbe37bc431d62773,Collected from Semantic Scholar API.,S2_f5b9ebaa33afa93986517a5afbe37bc431d62773,47,,,f5b9ebaa33afa93986517a5afbe37bc431d62773,https://www.semanticscholar.org/paper/f5b9ebaa33afa93986517a5afbe37bc431d62773,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,arXiv.org,2025
"In this paper we propose a technique to adapt a convolutional neural network (CNN) based object counter to additional visual domains and object types while still preserving the original counting function. Domain-specific normalisation and scaling operators are trained to allow the model to adjust to the statistical distributions of the various visual domains. The developed adaptation technique is used to produce a singular patch-based counting regressor capable of counting various object types including people, vehicles, cell nuclei and wildlife. As part of this study a challenging new cell counting dataset in the context of tissue culture and patient diagnosis is constructed. This new collection, referred to as the Dublin Cell Counting (DCC) dataset, is the first of its kind to be made available to the wider computer vision community. State-of-the-art object counting performance is achieved in both the Shanghaitech (parts A and B) and Penguins datasets while competitive performance is observed on the TRANCOS and Modified Bone Marrow (MBM) datasets, all using a shared counting model.",,1711.05586,,Mark A Marsden; Kevin McGuinness; S. Little; Ciara E. Keogh; N. O’Connor,"@Article{Marsden2017PeoplePA, author = {Mark A Marsden and Kevin McGuinness and S. Little and Ciara E. Keogh and N. O’Connor}, booktitle = {2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition}, journal = {2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition}, pages = {8070-8079}, title = {People, Penguins and Petri Dishes: Adapting Object Counting Models to New Visual Domains and Object Types Without Forgetting}, year = {2017} }",95,,JournalArticle; Conference,10.1109/cvpr.2018.00842,Computer Science,15,,True,,,https://doras.dcu.ie/22264/1/PID5251773.pdf,,"People, Penguins and Petri Dishes: Adapting Object Counting Models to New Visual Domains and Object Types Without Forgetting",https://www.semanticscholar.org/paper/139f8dea90ed4b535aea4ae03211ca948fe34acd,Collected from Semantic Scholar API.,S2_139f8dea90ed4b535aea4ae03211ca948fe34acd,32,,2017-11-15,139f8dea90ed4b535aea4ae03211ca948fe34acd,https://www.semanticscholar.org/paper/139f8dea90ed4b535aea4ae03211ca948fe34acd,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,2017
"Questions that require counting a variety of objects in images remain a major challenge in visual question answering (VQA). The most common approaches to VQA involve either classifying answers based on fixed length representations of both the image and question or summing fractional counts estimated from each section of the image. In contrast, we treat counting as a sequential decision process and force our model to make discrete choices of what to count. Specifically, the model sequentially selects from detected objects and learns interactions between objects that influence subsequent selections. A distinction of our approach is its intuitive and interpretable output, as discrete counts are automatically grounded in the image. Furthermore, our method outperforms the state of the art architecture for VQA on multiple metrics that evaluate counting.",,1712.08697,,Alexander R. Trott; Caiming Xiong; R. Socher,"@Article{Trott2017InterpretableCF, author = {Alexander R. Trott and Caiming Xiong and R. Socher}, booktitle = {International Conference on Learning Representations}, journal = {ArXiv}, title = {Interpretable Counting for Visual Question Answering}, volume = {abs/1712.08697}, year = {2017} }",75,,JournalArticle,,Computer Science,11,,False,,,,,Interpretable Counting for Visual Question Answering,https://www.semanticscholar.org/paper/0605a012aeeee9bef773812a533c4f3cb7fa5a5f,Collected from Semantic Scholar API.,S2_0605a012aeeee9bef773812a533c4f3cb7fa5a5f,48,,2017-12-01,0605a012aeeee9bef773812a533c4f3cb7fa5a5f,https://www.semanticscholar.org/paper/0605a012aeeee9bef773812a533c4f3cb7fa5a5f,Semantic Scholar,QUERY:image_counting:visual counting,Semantic Scholar metadata,,International Conference on Learning Representations,2017
