record_id,source,source_query,export_filename,paper_title,authors,year,venue,doi,arxiv_id,paper_url,abstract,author_keywords,index_keywords,citation_count,document_type,dataset_or_benchmark,modality,task_category,method_family,input_type,output_type,application_area,relevance_score,tier,reason_kept_or_removed,bibtex,pdf_saved,github_url,_normalized_title
SCOPUS_scopus_image_general_00200,Scopus,image general,scopus_image_general.csv,Tree Species Inventory Through Forest Segmentation and Deep Learning Techniques,Karra R.; Lasfar A.,2024,Lecture Notes in Networks and Systems,10.1007/978-3-031-70411-6_50,,https://www.scopus.com/pages/publications/85207641627?origin=resultslist,"Forest management holds paramount importance, necessitating the preservation of its ecosystems through comprehensive inventory and precise identification of tree species and their distributions. Recent advancements in deep learning have notably enhanced the accuracy of object detection and counting. This paper introduces a novel pipeline for segmenting forests into distinct plots and subsequently identifying the species within each plot. Leveraging the AirSim/Unreal Engine simulator, renowned for its provision of realistic physical and visual attributes, we present our approach. We employed a simple and computationally inexpensive method to prevent the counting of duplicate trees that overlap between two adjacent images. Our results demonstrate a robust capacity for tree identification and underscore the significance of precise forest segmentation. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",AirSim; Forest Segmentation; Inventory; Object Detection; YOLO.,Adversarial machine learning; Deep learning; Deforestation; Airsim; Forest segmentation; Inventory; Learning techniques; Object counting; Objects detection; Simple++; Tree species; Visual attributes; YOLO.; Forest ecology,0,Conference paper,,image,Detection/Segmentation-based,Detection/Segmentation-based,Image,Boxes + Count; Masks + Count,general visual counting,,Exclude,duplicate DOI,,,,tree species inventory through forest segmentation and deep learning techniques
SCOPUS_scopus_image_general_00201,Scopus,image general,scopus_image_general.csv,Test-Time Adaptation of a Multi-Class Object Localization and Size Estimation Framework for Smart Agriculture Applications,Liu Z.; Wu Q.; Chai Y.; Yu H.,2025,Cognitive Computation,10.1007/s12559-025-10488-0,,https://www.scopus.com/pages/publications/105011733513?origin=resultslist,"Smart agriculture brings massive amounts of real-time images generated via modern information and communication technology. Promptly providing accurate estimates of fruit/vegetable information, such as location, quantity, and size, is worth studying. Therefore, we focus on exploring a deep learning-based backbone model for heatmap regression to capture the yield information. This singular and lightweight architecture effectively addresses the unified challenge of object counting, location detection, and size estimation for fruits/vegetables. However, when dealing with real-world applications, the data distribution shift would happen in response to the collection of new data. Moreover, some unseen fruits/vegetables often appear during the training process. All of these give rise to the open set recognition (OSR) problem. In such an OSR environment, a test-time domain adaptation approach based on deep learning is proposed for multi-class object localization and size estimation. This is the first attempt at unsupervised domain adaptation for heatmap regression tasks. Furthermore, to overcome the drawback of lacking a public dataset, a new benchmark dataset (including synthetic and real image data) has been created and collected to train, test, and evaluate our approach. Extensive experimental evaluations prove that our approach can achieve accurate predictions in the OSR setting within a single epoch of test-time optimization without altering the training process. © The Author(s) 2025.",Adaptive receptive fields; Domain adaptation; Object counting; Open set recognition; Size estimation; Synthetic dataset,Deep learning; Learning systems; Object detection; Object recognition; Regression analysis; Size determination; Smart agriculture; Statistical tests; Adaptive receptive field; Class objects; Domain adaptation; Object counting; Object localization; Open set recognition; Receptive fields; Size estimation; Synthetic datasets; Test time; Fruits,0,Article,,image,Dataset/Benchmark; Detection/Segmentation-based,Dataset/Benchmark; Detection/Segmentation-based,Image; Text Prompt,Boxes + Count,agriculture,,Exclude,duplicate DOI,,,,test time adaptation of a multi class object localization and size estimation framework for smart agriculture applications
SCOPUS_scopus_image_general_00202,Scopus,image general,scopus_image_general.csv,Iterative learning for few-shot counting: A template-driven approach,Xie Z.; Wang G.,2026,Digital Signal Processing: A Review Journal,10.1016/j.dsp.2025.105516,,https://www.scopus.com/pages/publications/105012817923?origin=resultslist,"This article addresses the challenge of counting objects from arbitrary categories in images with few labeled samples. Traditional methods often miss important shape information, leading to poor accuracy. To overcome this, we propose a class-agnostic object counting network with a query template extraction module that captures reliable shape information. We also introduce a target exemplar query template extraction module to combine shape and appearance features for improved counting. In few-shot counting tasks, our model achieving 11.40 MAE and 35.18 RMSE on the validation set, and 11.23 MAE and 74.38 RMSE on the test set. Compared to DFM, our method achieves a 5.6% relative improvement in MAE on the test set (from 11.31 to 11.23) and a 1.3% improvement in RMSE (from 75.39 to 74.38). The source code is publicly available.1 © 2025 Elsevier Inc.",Attention mechanism; Class-agnostic counting; Extraction and matching paradigms; Few-shot counting,Computer vision; Iterative methods; Attention mechanisms; Class-agnostic counting; Extraction and matching paradigm; Few-shot counting; Iterative learning; Matchings; Shape information; Template extraction; Template-driven; Test sets; Extraction,1,Article,,image; multimodal,Few-shot/Class-agnostic; Foundation/Vision-language,Few-shot/Class-agnostic; Foundation/Vision-language,Image; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate DOI,,,,iterative learning for few shot counting a template driven approach
SCOPUS_scopus_image_general_00203,Scopus,image general,scopus_image_general.csv,CFENet: Context-aware Feature Enhancement Network for efficient few-shot object counting,Zhang S.; Zhai G.; Chen K.; Wang H.; Han S.,2025,Image and Vision Computing,10.1016/j.imavis.2024.105383,,https://www.scopus.com/pages/publications/85211504951?origin=resultslist,"Few-shot object counting (FSOC) is designed to estimate the number of objects in any category given a query image and several bounding boxes. Existing methods usually ignore shape information when extracting the appearance of exemplars from query images, resulting in reduced object localization accuracy and count estimates. Meanwhile, these methods also utilize a fixed inner product or convolution for similarity matching, which may introduce background interference and limit the matching of objects with significant intra-class differences. To address the above challenges, we propose a Context-aware Feature Enhancement Network (CFENet) for FSOC. Specifically, our network comprises three main modules: Hierarchical Perception Joint Enhancement Module (HPJEM), Learnable Similarity Matcher (LSM), and Feature Fusion Module (FFM). Firstly, HPJEM performs feature enhancement on the scale transformations of query images and the shapes of exemplars, improving the network's ability to recognize dense objects. Secondly, LSM utilizes learnable dilated convolutions and linear layers to expand the similarity metric of a fixed inner product, obtaining similarity maps. Then convolution with a given kernel is performed on the similarity maps to get the weighted features. Finally, FFM further fuses weighted features with multi-scale features obtained by HPJEM. We conduct extensive experiments on the specialized few-shot dataset FSC-147 and the subsets Val-COCO and Test-COCO of the COCO dataset. Experimental results validate the effectiveness of our method and show competitive performance. To further verify the generalization of CFENet, we also conduct experiments on the car dataset CARPK. © 2024 Elsevier B.V.",Context-aware feature enhancement; Few-shot learning; Few-shot object counting; Learnable similarity matcher,Adversarial machine learning; Contrastive Learning; Context-aware feature enhancement; Context-aware features; Feature enhancement; Features fusions; Few-shot learning; Few-shot object counting; Inner product; Learnable similarity matcher; Object counting; Query images; Zero-shot learning,1,Article,FSC-147; CARPK,image,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Detection/Segmentation-based,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Detection/Segmentation-based,Image; Exemplar Boxes/Patches,Boxes + Count,general visual counting,,Exclude,duplicate DOI,,,,cfenet context aware feature enhancement network for efficient few shot object counting
SCOPUS_scopus_image_general_00204,Scopus,image general,scopus_image_general.csv,QE-DAL: A quantum image feature extraction with dense distribution-aware learning framework for object counting and localization,Hu R.; Tang Z.; Yang R.,2023,Applied Soft Computing,10.1016/j.asoc.2023.110149,,https://www.scopus.com/pages/publications/85150792757?origin=resultslist,"Object counting and localization (OCL) was an essential problem in intelligent transportation fields. The convolutional neural network (CNN)-based models transformed the OCL problems into a regression task. However, the abundant semantic information of the crowd scenes may lead the CNN framework hard to extract adequate features in order to ensure good precision In this work, a Quantum Image Feature Extraction with Dense Distribution-Aware Learning (QE-DAL) framework was proposed to handle this problem. The crowd features were extracted by Quantum layers, which were extracted by encoding, quantum circuits and decode procedures based on the multi-scale architecture. For handling objects, the refined distance compensating operator was adopted to fuse the multi-scale architecture. To relieve the computation burden, a Gaussian distribution estimation mechanism was proposed to initiate and update the bounding sizes of the objects via a point-supervised manner. Finally, the joint loss function, which describes pixel classes, density maps and offset bounding boxes, was built for QE-DAL. The ablation experiment results demonstrated that the effectiveness of the quantum feature extraction architecture and the Gaussian distribution estimation mechanism of QE-DAL was validated to show superior performance than the other state-of-the-art framework. Moreover, the generalization of the QE-DAL was evidenced by the Cross-scene learning evaluation. © 2023 Elsevier B.V.",Distribution aware learning; Object counting and localization; Quantum computing; Refined distance compensating,Convolutional neural networks; Extraction; Gaussian distribution; Image processing; Network architecture; Quantum computers; Quantum theory; Semantics; Convolutional neural network; Distribution aware learning; Distribution estimation; Image feature extractions; Multi-scales; Object counting; Object localization; Quantum Computing; Quantum images; Refined distance compensating; Feature extraction,7,Article,,image,Density-based; Detection/Segmentation-based,Density-based; Detection/Segmentation-based,Image,Density Map + Count; Boxes + Count,crowd/traffic,,Exclude,duplicate DOI,,,,qe dal a quantum image feature extraction with dense distribution aware learning framework for object counting and localization
SCOPUS_scopus_image_general_00205,Scopus,image general,scopus_image_general.csv,MRSNet: Multi-Resolution Scale Feature Fusion-Based Universal Density Counting Network,Zhang Y.; Song W.; Shao M.; Liu X.,2024,Sensors,10.3390/s24185974,,https://www.scopus.com/pages/publications/85205285185?origin=resultslist,"This study focuses on the problem of dense object counting. In dense scenes, variations in object scales and uneven distributions greatly hinder counting accuracy. The current methods, whether CNNs with fixed convolutional kernel sizes or Transformers with fixed attention sizes, struggle to handle such variability effectively. Lower-resolution features are more sensitive to larger objects closer to the camera, while higher-resolution features are more efficient for smaller objects further away. Thus, preserving features that carry the most relevant information at each scale is crucial for improving counting precision. Motivated by this, we propose a multi-resolution scale feature fusion-based universal density counting network (MRSNet). It utilizes independent modules to process high- and low-resolution features, adaptively adjusts receptive field sizes, and incorporates dynamic sparse attention mechanisms to optimize feature information at each resolution, by integrating optimal features across multiple scales into density maps for counting evaluation. Our proposed network effectively mitigates issues caused by large variations in object scales, thereby enhancing counting accuracy. Furthermore, extensive quantitative analyses on six public datasets demonstrate the algorithm’s strong generalization ability in handling diverse object scale variations. © 2024 by the authors.",CNN network; crowd counting; dense target counting; density map,Feature extraction; CNN network; Counting networks; Crowd counting; Dense target counting; Density maps; Features fusions; High resolution; Lower resolution; Target counting; Universal density; algorithm; article; camera; clinical article; density; diagnosis; human; quantitative analysis; receptive field; Data handling,1,Article,,image,Dataset/Benchmark; Density-based,Dataset/Benchmark; Density-based,Image,Density Map + Count,crowd/traffic,,Exclude,duplicate DOI,,,,mrsnet multi resolution scale feature fusion based universal density counting network
SCOPUS_scopus_image_general_00206,Scopus,image general,scopus_image_general.csv,Class-agnostic counting with feature augmentation and similarity comparison,Shao M.; Wang G.,2023,Multimedia Systems,10.1007/s00530-023-01186-8,,https://www.scopus.com/pages/publications/85172920954?origin=resultslist,"The paper addresses the challenging problem of counting objects or entities in an image without relying on specific category information, known as class-agnostic counting (CAC). While CAC is an innovative solution, it faces difficulties due to intra-class diversity, which is influenced by variations in shape, color, and scale. To overcome this challenge, the paper proposes two modules: the Feature Augmentation Module (FAM) and the Similarity Comparison Module (SCM). FAM enhances the feature representation by generating additional samples based on input examples, thereby increasing the number of samples in the feature space. SCM dynamically evaluates the self-similarity of instances and emphasizes core patterns to make the features more robust against intra-class variations. The model is guided to focus on regions of the query image that are similar to the exemplar image, ensuring clear differentiation between different items. Experimental results on various benchmarks and training environments demonstrate the exceptional performance of the proposed approach, outperforming current state-of-the-art techniques by a substantial margin. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Class-agnostic counting; Feature augmentation; Object counting; Similarity comparison,Artificial intelligence; Additional samples; Class-agnostic counting; Feature augmentation; Feature representation; Feature space; Innovative solutions; Intra class; Number of samples; Object counting; Similarity comparison; Benchmarking,2,Article,,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Foundation/Vision-language,Dataset/Benchmark; Few-shot/Class-agnostic; Foundation/Vision-language,Image; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate DOI,,,,class agnostic counting with feature augmentation and similarity comparison
SCOPUS_scopus_image_general_00207,Scopus,image general,scopus_image_general.csv,DACNet: A Density-Adaptive Counting Network for Real-World Crowd Analysis Without Overhead,Yue J.; Xue B.; Wu W.; Fan R.; Tang X.,2026,IEEE Sensors Journal,10.1109/jsen.2025.3625467,,https://www.scopus.com/pages/publications/105020955902?origin=resultslist,"In practical applications of crowd counting, the density and scale of human heads often vary significantly due to the influence of the camera’s perspective effect. Pointbased methods fail to consider crowd density variations and face issues with inaccurate matching. Inspired by the spatial perception function of the posterior parietal cortex in the human brain, this article proposes a density-adaptive counting network (DACNet), which assists object counting through auxiliary points. First, we propose a lightweight detail enhancement Mamba block (DEmamba Block), which combines convolution and state space models (SSMs) to enhance blurred details in densely crowded regions. Second, we propose a plug-and-play adaptive channel focus module (ACFM). ACFM introduces a channel weight selection algorithm, leveraging the advantages of multiple weights. Finally, we propose a density-adaptive auxiliary point guidance (DA-APG) strategy in the detection head. DA-APG generates positive and negative auxiliary points at varying distances around the ground truth points based on crowd density as additional supervisory signals, addressing the issue of crowd density variation. Moreover, this DA-APG strategy is only applied during training, and does not incur additional computational cost. To facilitate research on crowd density variations in real-world scenarios, we introduce a specialized dataset named VariDensity-CC. Experiments on nine datasets show that DACNet achieves the best overall balance between accuracy and speed. Furthermore, DACNet has been deployed on edge computing devices for real-world testing and demonstrates real-time performance. © 2001-2012 IEEE.",Crowd counting; density-adaptive; edge computing; object counting; sensor applications,Brain; Human computer interaction; Signal processing; State space methods; Counting networks; Crowd counting; Crowd density; Density variations; Density-adaptive; Edge computing; Guidance strategy; Object counting; Real-world; Sensor applications; Edge computing,0,Article,,image,Dataset/Benchmark; Density-based; Detection/Segmentation-based,Dataset/Benchmark; Density-based; Detection/Segmentation-based,Image,Boxes + Count,crowd/traffic,,Exclude,duplicate DOI,,,,dacnet a density adaptive counting network for real world crowd analysis without overhead
SCOPUS_scopus_image_general_00208,Scopus,image general,scopus_image_general.csv,Design and Evaluation of a Deep Learning Model for Counting Objects in Satellite Images,Raja Subramanian R.; Paidimarri N.; Navuluri B.; Oleti B.S.V.; Boogavarapu M.M.,2024,"IEEE International Conference on Data Engineering and Communication Systems, ICDECS 2024",10.1109/icdecs59733.2023.10503432,,https://www.scopus.com/pages/publications/85192518845?origin=resultslist,"Images obtained by satellites orbiting in space of the surface of the Earth or other celestial bodies are known as satellite images. These photos are an excellent resource for a variety of applications and have several uses. Applications are of earth observation, remote sensing and GIS etc. They are essential to tackling global issues and expanding scientific knowledge, and they play a crucial part in modern technology. Automated object counting in satellite images is a computer vision and image processing technique used to identify and quantify specific objects or features within images captured by Earth-observing satellites. After performing image preparation steps like using the CNN method and reducing noise, we must then recognize objects in the picture. Object counting has wide range of applications like Urban planning development, Military and Defence etc... In essence, automatic item counting in satellite photos helps businesses and researchers effectively obtain important information and make defensible choices. It considerably improves the capacity to manage and analyse extensive geographic data for a variety of applications. © 2024 IEEE.",Bounding Box; DoG; DoH; LoH; Object detection; Satellite images; Yolov8,Deep learning; Earth (planet); Military applications; Orbits; Remote sensing; Satellites; Bounding-box; Design and evaluations; DoG; DoH; Learning models; LoH; Object counting; Objects detection; Satellite images; Yolov8; Object detection,4,Conference paper,,remote_sensing; aerial,Detection/Segmentation-based,Detection/Segmentation-based,Remote Sensing Image,Boxes + Count,medical/microscopy,,Exclude,duplicate DOI,,,,design and evaluation of a deep learning model for counting objects in satellite images
SCOPUS_scopus_image_general_00209,Scopus,image general,scopus_image_general.csv,A weakly-supervised approach for flower/fruit counting in apple orchards,Bhattarai U.; Karkee M.,2022,Computers in Industry,10.1016/j.compind.2022.103635,,https://www.scopus.com/pages/publications/85125527035?origin=resultslist,"Flower and fruit count is a critical metric in developing crop-load management and harvesting strategies during flower/fruit development and harvest seasons. Growers currently rely on their prior experience and/or manual count in sample areas/trees to estimate the number of flowers/fruits in orchards. In this work, we propose a simplified yet robust deep learning-based weakly-supervised flower/fruit Counting Network (CountNet) and investigate its accuracy in commercial orchard images. Unlike detection-based counting methods, which require individual object detection, CountNet learns from image-level annotation with the number of objects (flowers or fruits) as input without explicitly specifying the object's signature and location. Experiments were conducted in images acquired in an unstructured commercial orchard environment. Results showed a minimum Mean Absolute Error (MAE)/Root Mean Square Error (RMSE) of 12.0/18.4 and 2.9/4.3 for the apple flower and fruit dataset respectively. Activated region/feature visualization techniques revealed that CountNet is looking into different apple flower/fruit edges and features to make the count decisions. The results are promising in simplifying the automated methods for flower/fruit counting which can lead to reduced manual counting in the field, manual image annotation, and computational complexity and memory requirement of the object counting system. © 2022 Elsevier B.V.",Activation map; Agriculture Automation; Deep learning; Flower/Fruit counting; Regression-based counting; Weakly supervised learning,Deep learning; Mean square error; Object detection; Orchards; Activation maps; Agriculture automation; Apple orchards; Counting networks; Critical metrics; Crop load management strategies; Deep learning; Flower/fruit counting; Regression-based counting; Weakly supervised learning; Fruits,60,Article,,image; multimodal,Dataset/Benchmark; Foundation/Vision-language; Detection/Segmentation-based,Dataset/Benchmark; Foundation/Vision-language; Detection/Segmentation-based,Image,Boxes + Count,agriculture,,Exclude,duplicate DOI,,,,a weakly supervised approach for flower fruit counting in apple orchards
SCOPUS_scopus_image_general_00210,Scopus,image general,scopus_image_general.csv,VLCounter: Text-Aware Visual Representation for Zero-Shot Object Counting,Kang S.; Moon W.; Kim E.; Heo J.-P.,2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i3.28050,,https://www.scopus.com/pages/publications/85189365932?origin=resultslist,"Zero-Shot Object Counting (ZSOC) aims to count referred instances of arbitrary classes in a query image without human-annotated exemplars. To deal with ZSOC, preceding studies proposed a two-stage pipeline: discovering exemplars and counting. However, there remains a challenge of vulnerability to error propagation of the sequentially designed two-stage process. In this work, we propose an one-stage baseline, Visual-Language Baseline (VLBase), exploring the implicit association of the semantic-patch embeddings of CLIP. Subsequently, we extend the VLBase to Visual-language Counter (VLCounter) by incorporating three modules devised to tailor VLBase for object counting. First, we introduce Semantic-conditioned Prompt Tuning (SPT) within the image encoder to acquire target-highlighted representations. Second, Learnable Affine Transformation (LAT) is employed to translate the semantic-patch similarity map to be appropriate for the counting task. Lastly, we transfer the layer-wisely encoded features to the decoder through Segment-aware Skip Connection (SaSC) to keep the generalization capability for unseen classes. Through extensive experiments on FSC147, CARPK, and PUCPR+, we demonstrate the benefits of our end-to-end framework, VLCounter. Code is available at https://github.com/seunggu0305/VLCounter. Copyright © 2024, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Visual languages; Zero-shot learning; Affine transformations; Embeddings; End to end; Error propagation; Generalization capability; Image encoders; Object counting; Query images; Two-stage process; Visual representations; Semantics,46,Conference paper,CARPK,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Image; Text Prompt; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate DOI,,,,vlcounter text aware visual representation for zero shot object counting
SCOPUS_scopus_image_general_00211,Scopus,image general,scopus_image_general.csv,Wheat head counting in the wild by an augmented feature pyramid networks-based convolutional neural network,Sun J.; Yang K.; Chen C.; Shen J.; Yang Y.; Wu X.; Norton T.,2022,Computers and Electronics in Agriculture,10.1016/j.compag.2022.106705,,https://www.scopus.com/pages/publications/85123018782?origin=resultslist,"Wheat head counting plays an important role in crop yield estimation, which also meets great challenges of high density, scale variation, and illumination difference. In this paper, an improved wheat head counting network (WHCnet) was proposed to count wheat heads from the top view in the wild, with a novel object counting by detection pipeline. Firstly, data enhancement such as contrast adjustment and Gaussian blur were conducted to improve the generalization ability. Secondly, the Augmented Feature Pyramid Networks (AugFPN) was used to pool the original information adaptively, which made full use of the underlying information and solved the problem of poor detection of small wheat heads. Finally, cascaded Intersection over Union (IoU) threshold was used to make the IoU of the training model as close as possible to the input target, which could effectively remove negative samples in the complex background, reduce the noise bounding box and improve the target positioning accuracy of occluded wheat heads. Experiments on the test set image showed that the proposed method had an average error rate of 3.7% and an AP of 95.17%, which was significantly better than other state-of-the-art methods. Besides, the average counting time for a single wheat field image (3968 × 2976) obtained by an unmanned aerial vehicle was 87 ms, and the counting accuracy was 95.8%, which effectively verified the generalization ability of the model. These results indicate that the proposed method can meet the requirements of wheat head counting in the field environment and provide reliable reference data for wheat yield estimation. © 2022",CNN; Dense targets detection; Multi-scale feature; Wheat head counting; Wheat yield estimation,Antennas; Convolutional neural networks; Object detection; CNN; Dense target detection; Feature pyramid; Multi-scale features; Pyramid network; Targets detection; Wheat head counting; Wheat yield; Wheat yield estimation; Yield estimation; artificial neural network; crop yield; detection method; numerical model; wheat; Feature extraction,49,Article,,remote_sensing; aerial,Foundation/Vision-language; Detection/Segmentation-based,Foundation/Vision-language; Detection/Segmentation-based,Remote Sensing Image; Exemplar Boxes/Patches,Boxes + Count,remote sensing/aerial,,Exclude,duplicate DOI,,,,wheat head counting in the wild by an augmented feature pyramid networks based convolutional neural network
SCOPUS_scopus_image_general_00212,Scopus,image general,scopus_image_general.csv,Recognition and Counting of an Object Using Yolo and CNN,Vallikannu R.; Kiruthika V.; Kaviya M.,2022,Lecture Notes in Networks and Systems,10.1007/978-981-16-8721-1_28,,https://www.scopus.com/pages/publications/85126213481?origin=resultslist,"Object identification and classification are vital in automation domains. It has gained conscience in the recent days owing to the growing domain of image processing and automation based of the growth of multiple sectors implementing automations. Object detection, identification and counting mechanisms are gaining momentum. Random urgencies and the trending algorithms of machine learning and deep learning strategies have made the object detection domain even more vulnerable. This paper implements a strategy to detect, classify and count objects based on image classification machine learning algorithms using Yolo. The proposed work considered training data collection using the app dataset, pre-processing using the DWT and GLCM, feature extraction using supervised ML algorithm, prune the available data and classification based on the proposed prediction models using R-CNN algorithms. The proposed methodology provided better accuracy with less computational overheads than the existing methods. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Computer vision (CV); Convolution neural network (CNN); Object counting; Object detection; Python; You look only once (YOLOv3),,0,Conference paper,,image,Dataset/Benchmark; Detection/Segmentation-based,Dataset/Benchmark; Detection/Segmentation-based,Image,Boxes + Count,general visual counting,,Exclude,duplicate DOI,,,,recognition and counting of an object using yolo and cnn
SCOPUS_scopus_image_general_00213,Scopus,image general,scopus_image_general.csv,Steel Sheet Counting from an Image with a Two-Stream Network,Cui Z.; Mei H.; Dong W.; Wei Z.; Lv Z.; Zhou D.; Yang X.,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2025.3533650,,https://www.scopus.com/pages/publications/105001068575?origin=resultslist,"Steel sheets play a pivotal role in a wide range of industrial processes, including the production of ships and vehicles, as well as the construction of buildings and bridges. Meanwhile, counting steel sheets accurately is essential for effective production management in factories. However, manual counting of large numbers of stacked steel sheets can lead to visual vertigo, resulting in inaccurate counts. Moreover, physical methods such as weighing are also labor-intensive and inconvenient. Fortunately, advancements in computer vision technology have opened up new possibilities for efficient steel sheet counting. Nevertheless, implementing an automatic counting method encounters challenges due to the limited texture features present in steel sheets. In this article, we present a novel approach to count steel sheets from a captured image. To the best of our knowledge, this is the pioneering work that addresses this problem using a computational approach. We make the following contributions. First, we construct a comprehensive steel sheet dataset that contains steel sheet images with corresponding manually annotated dots. Second, we propose a novel network, called TSNet, which effectively extracts features from both the RGB image and its gradient map for precise steel sheet counting. Third, we conduct extensive experiments to evaluate the effectiveness of our proposed method and demonstrate its superiority over carefully chosen baselines from state-of-the-art counting methods. © 1963-2012 IEEE.",Efficient network; gradient map; multiscale feature fusion; object counting; steel sheet counting,Film preparation; Layered manufacturing; Efficient network; Features fusions; Gradient map; Industrial processs; Multi-scale features; Multiscale feature fusion; Object counting; Steel sheet counting; Stream networks; Two-stream; Steel sheet,1,Article,,image,Dataset/Benchmark,Dataset/Benchmark,Image,Count Only,crowd/traffic,,Exclude,duplicate DOI,,,,steel sheet counting from an image with a two stream network
SCOPUS_scopus_image_general_00214,Scopus,image general,scopus_image_general.csv,Querying Autonomous Vehicle Point Clouds: Enhanced by 3D Object Counting with CounterNet,Zhang X.; Bao Z.; Dong H.; Wang Z.; Liu J.,2025,"MM 2025 - Proceedings of the 33rd ACM International Conference on Multimedia, Co-Located with MM 2025",10.1145/3746027.3755043,,https://www.scopus.com/pages/publications/105024074203?origin=resultslist,"Autonomous vehicles generate massive volumes of point cloud data, yet only a subset is relevant for specific tasks such as collision detection, traffic analysis, or congestion monitoring. Effectively querying this data is essential to enable targeted analytics. In this work, we formalize point cloud querying by defining three core query types: RETRIEVAL, COUNT, and AGGREGATION, each aligned with distinct analytical scenarios. All these queries rely heavily on accurate object counts to produce meaningful results, making precise object counting a critical component of query execution. Prior work has focused on indexing techniques for 2D video data, assuming detection models provide accurate counting information. However, when applied to 3D point cloud data, state-of-the-art detection models often fail to generate reliable object counts, leading to substantial errors in query results. To address this limitation, we propose CounterNet, a heatmap-based network designed for accurate object counting in large-scale point cloud data. Rather than focusing on accurate object localization, CounterNet detects object presence by finding object centers to improve counting accuracy. We further enhance its performance with a feature map partitioning strategy using overlapping regions, enabling better handling of both small and large objects in complex traffic scenes. To adapt to varying frame characteristics, we introduce a per-frame dynamic model selection strategy that selects the most effective configuration for each input. Evaluations on three real-world autonomous vehicle datasets show that CounterNet improves counting accuracy by 5% to 20% across object categories, resulting in more reliable query outcomes across all supported query types. © 2025 ACM.",autonomous vehicle; point cloud; query,Indexing (of information); Object detection; Object recognition; Query processing; Structured Query Language; Traffic congestion; Vehicle detection; 3D object; Autonomous Vehicles; Collision detection; Detection models; Object counting; Point cloud data; Point-clouds; Query; Query types; Specific tasks; Autonomous vehicles,0,Conference paper,,3d; point_cloud,Dataset/Benchmark; Detection/Segmentation-based,Dataset/Benchmark; Detection/Segmentation-based,Point Cloud; Text Prompt,Boxes + Count,crowd/traffic,,Exclude,duplicate DOI,,,,querying autonomous vehicle point clouds enhanced by 3d object counting with counternet
SCOPUS_scopus_image_general_00215,Scopus,image general,scopus_image_general.csv,Learning Spatial Similarity Distribution for Few-shot Object Counting,Xu Y.; Song F.; Zhang H.,2024,IJCAI International Joint Conference on Artificial Intelligence,,,https://www.scopus.com/pages/publications/85204280512?origin=resultslist,"Few-shot object counting aims to count the number of objects in a query image that belong to the same class as the given exemplar images. Existing methods compute the similarity between the query image and exemplars in the 2D spatial domain and perform regression to obtain the counting number. However, these methods overlook the rich information about the spatial distribution of similarity on the exemplar images, leading to significant impact on matching accuracy. To address this issue, we propose a network learning Spatial Similarity Distribution (SSD) for few-shot object counting, which preserves the spatial structure of exemplar features and calculates a 4D similarity pyramid point-to-point between the query features and exemplar features, capturing the complete distribution information for each point in the 4D similarity space. We propose a Similarity Learning Module (SLM) which applies the efficient center-pivot 4D convolutions on the similarity pyramid to map different similarity distributions to distinct predicted density values, thereby obtaining accurate count. Furthermore, we also introduce a Feature Cross Enhancement (FCE) module that enhances query and exemplar features mutually to improve the accuracy of feature matching. Our approach outperforms state-of-the-art methods on multiple datasets, including FSC-147 and CARPK. Code is available at https://github.com/CBalance/SSD. © 2024 International Joint Conferences on Artificial Intelligence. All rights reserved.",,Contrastive Learning; Structured Query Language; Matchings; Networks learning; Object counting; Query images; Similarity distribution; Similarity pyramids; Similarity spaces; Spatial domains; Spatial similarity; Spatial structure; Zero-shot learning,6,Conference paper,FSC-147; CARPK,image; multimodal,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Dataset/Benchmark; Few-shot/Class-agnostic; Zero-shot/Open-vocabulary; Foundation/Vision-language,Image; Text Prompt; Exemplar Boxes/Patches,Count Only,general visual counting,,Exclude,duplicate normalized title,,,,learning spatial similarity distribution for few shot object counting
