abstract,application_area,arxiv_id,author_keywords,authors,bibtex,citation_count,dataset_or_benchmark,document_type,doi,index_keywords,influential_citation_count,input_type,is_open_access,method_family,modality,open_access_pdf,output_type,paper_title,paper_url,reason_kept_or_removed,record_id,reference_count,relation,relevance_score,s2_publication_date,semantic_scholar_id,semantic_scholar_url,source,source_paper_id,source_paper_title,source_query,task_category,tier,venue,year
"With the rapid development of AI and deep learning technologies, smart consumer electronic devices integrate a variety of sensors, especially thermal imaging or depth imaging technology. Some researchers became keen to explore multimodal vision crowd counting techniques based on RGB-thermal or RGB-depth images. However, existing multimodal counting methods ignore the unique contribution of each modality and the effective propagation of features while achieving multimodal fusion. To address these issues, we propose a Modal-adaptive Spatial-aware-fusion and Propagation Network (MSPNet) for multimodal crowd counting. First, we design a coarse-fine cross-modal dynamic fusion (CCDF) module, which fully captures modality-specific and modality-shared information in different semantic spaces using a spatial activation function-guided fine-grained adaptive weighted fusion mechanism. Then, we adopt adapted different convolutions to channel concatenate the features output by multi-stage CCDF. Finally, considering the visual differences of the same object under different imaging angles, we design a dual-dilation adaptive feed-forward propagation module constructed by the dual dilation transposed attention and the feed-forward neural network improved by the gating mechanism to effectively propagate the enhanced multi-modal fusion features to the counting regression module. Experimental results show that MSPNet outperforms the existing state-of-the-art methods on two multimodal crowd counting datasets ShanghaiTechRGBD and RGBT-CC.",,,,Kai Liu; Xuetao Zou; Peng Zhu; Jun Sang,,4,,JournalArticle,10.1109/tce.2025.3571571,Computer Science,0,,,,,,,Modal-Adaptive Spatial-Aware-Fusion and Propagation Network for Multimodal Vision Crowd Counting,https://www.semanticscholar.org/paper/3830b0099d86ba13c1f2aa1e784ac11ff8118f62,Collected from Semantic Scholar API.,S2_3830b0099d86ba13c1f2aa1e784ac11ff8118f62,,citation,,,3830b0099d86ba13c1f2aa1e784ac11ff8118f62,https://www.semanticscholar.org/paper/3830b0099d86ba13c1f2aa1e784ac11ff8118f62,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,IEEE transactions on consumer electronics,2025
"The rapid and precise acquisition of forest stand parameters is a key challenge in forest resource assessment. Terrestrial laser scanning (TLS) provides a fast and accurate method, but its accuracy is influenced by factors like tree segmentation parameters. This study focuses on Pinus tabuliformis plantations in the Caijiachuan watershed, Jixian, Shanxi, on the Loess Plateau. Based on field survey data, including tree number, height (H), diameter at breast height (DBH), and biomass, high-precision point cloud data were acquired using TLS. A comparative shortest path (CSP) algorithm was used for individual tree segmentation to investigate the effect of parameter selection on measurement accuracy. The results show that minimum tree height has a significant impact on segmentation accuracy. As the minimum tree height increased from 3.0 to 5.5 m, the recall rate (R) decreased while the precision (P) increased. The highest precision (F-score = 0.9470) and biomass estimation accuracy (0.9066) were obtained with a minimum tree height of 4.5 m, and the best extraction accuracies for H and DBH (0.9677 and 0.9518) were obtained at 5.0 m. Optimizing the minimum tree height parameter improves segmentation accuracy, thereby enhancing the use of TLS for soil and water conservation on the Loess Plateau.",,,,Miaomiao He; Yawei Hu; Jiongchang Zhao; Yang Li; Bo Wang; Jianjun Zhang; Hideyuki Noguchi,,4,,JournalArticle; Review,10.3390/rs17071228,,0,,,,,https://doi.org/10.3390/rs17071228,,Exploring Stand Parameters Using Terrestrial Laser Scanning in Pinus tabuliformis Plantation Forests,https://www.semanticscholar.org/paper/3bc2fdba75cc3bf6a367845f09ac22c156bd9af7,Collected from Semantic Scholar API.,S2_3bc2fdba75cc3bf6a367845f09ac22c156bd9af7,,citation,,,3bc2fdba75cc3bf6a367845f09ac22c156bd9af7,https://www.semanticscholar.org/paper/3bc2fdba75cc3bf6a367845f09ac22c156bd9af7,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,Remote Sensing,2025
"Multi-modal crowd counting involves estimating crowd density from both visual and thermal/depth images. This task is challenging due to the significant gap between these distinct modalities. In this paper, we propose a novel approach by introducing an auxiliary broker modality and on this basis frame the task as a triple-modal learning problem. We devise a fusion-based method to generate this broker modality, leveraging a non-diffusion, lightweight counterpart of modern denoising diffusion-based fusion models. Additionally, we identify and address the ghosting effect caused by direct cross-modal image fusion in multi-modal crowd counting. Through extensive experimental evaluations on popular multi-modal crowd-counting datasets, we demonstrate the effectiveness of our method, which introduces only 4 million additional parameters, yet achieves promising results. The code is available at https://github.com/HenryCilence/Broker-Modality-Crowd-Counting.",,2407.07518,,Haoliang Meng; Xiaopeng Hong; Chenhao Wang; Miao Shang; Wangmeng Zuo,,15,,JournalArticle; Conference,10.48550/arxiv.2407.07518,Computer Science,1,,,,,,,Multi-modal Crowd Counting via a Broker Modality,https://www.semanticscholar.org/paper/d4aa363f04b669a2231b33aeed422a5bdfd15247,Collected from Semantic Scholar API.,S2_d4aa363f04b669a2231b33aeed422a5bdfd15247,,citation,,,d4aa363f04b669a2231b33aeed422a5bdfd15247,https://www.semanticscholar.org/paper/d4aa363f04b669a2231b33aeed422a5bdfd15247,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,European Conference on Computer Vision,2024
"Convolutional neural network (CNN)- and transformer-based methods have made significant advances in dense prediction tasks for remote sensing images (RSIs). Nevertheless, both architectures have inherent limitations: CNNs are constrained by a finite receptive field, rendering capturing long-range dependencies challenging, whereas transformers face challenges in terms of ensuring computational efficiency. Recently, the mamba architecture, based on state-space models (SSMs), has emerged as a promising alternative by enabling efficient modeling of long-term dependencies while reducing linear computational complexity. In this study, we present HLMamba, a hybrid lightweight mamba fusion network that integrates a CNN-based encoder with mamba-based fusion modules and a mamba-based decoder. Specifically, after feature extraction using a CNN-based encoder, we introduce a comprehensive interaction mamba (CIM) to enhance modality fusion by capturing intramodal feature dependencies and facilitating intermodal feature interactions, resulting in more comprehensive fusion features. Moreover, we design a wavelet complementary hybrid mamba (WCHM) to integrate fused features by exploring their correlations in feature and wavelet space for accurate dense prediction. Experimental results on two widely used datasets, ISPRS Vaihingen and ISPRS Potsdam, demonstrate the effectiveness and potential of the proposed HLMamba. By leveraging linear complexity and global modeling capabilities, HLMamba achieves better efficiency and accuracy in RSI analysis than existing transformer-based and CNN-based models. The source code is available at: https://github.com/MAXHAN22/HLMamba",,,,Wujie Zhou; Penghan Yang; Yuanyuan Liu,,1,,JournalArticle,10.1109/tgrs.2025.3590548,Computer Science,0,,,,,,,HLMamba: Hybrid Lightweight Mamba-Based Fusion Network for Dense Prediction of Remote Sensing Images,https://www.semanticscholar.org/paper/e98887952daf31cc0ac9e620afbb10f8cfe110da,Collected from Semantic Scholar API.,S2_e98887952daf31cc0ac9e620afbb10f8cfe110da,,citation,,,e98887952daf31cc0ac9e620afbb10f8cfe110da,https://www.semanticscholar.org/paper/e98887952daf31cc0ac9e620afbb10f8cfe110da,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,IEEE Transactions on Geoscience and Remote Sensing,2025
"With the advantages of deep learning (DL) techniques, various infrared (IR) small target detection networks have been proposed. While many networks aim at single-frame detection through supervised learning, ignoring abundant spatial-temporal information and causing heavy labeling costs. In this paper, we develop a 3-D spatial-temporal knowledge aware-based unsupervised network for IR target detection (STUTD). Specifically, we transform IR sequences into 3-D spatial-temporal tensors as data foundation. Based on the designed spatial-temporal Swin Transformer block (ST-STB), we introduce a multiscale feature extraction and aggregation (MFEA) module for effective feature extraction. And a Variational Autoencoder (VAE)-style background reconstruction module with a multihead gating mechanism is designed for background reconstruction. Besides, a designed sparse cardinality selection of residuals performs element-wise filtering on the residuals between the original tensors and the reconstructed background to obtain a pure target tensor. By an unsupervised learning approach, STUTD can achieve IR small target detection. Comprehensive experiments illustrate the superiority of STUTD among state-of-the-art methods. It can be concluded that STUTD has satisfactory overall performance and real-time performance.",,,,Yuan Luo; Xiaorun Li; Shuhan Chen,,6,,JournalArticle,10.1109/tmm.2025.3543002,Computer Science,0,,,,,,,Spatial-Temporal Aware-Based Unsupervised Network for Infrared Small Target Detection,https://www.semanticscholar.org/paper/6cafe1cae6c16d96ed9bcefed773d2702309738b,Collected from Semantic Scholar API.,S2_6cafe1cae6c16d96ed9bcefed773d2702309738b,,citation,,,6cafe1cae6c16d96ed9bcefed773d2702309738b,https://www.semanticscholar.org/paper/6cafe1cae6c16d96ed9bcefed773d2702309738b,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,IEEE transactions on multimedia,2025
"In recent years, crowd counting has received extensive attention due to its wide-ranging applications across various fields. However, the exclusive utilization of red–green–blue (RGB) images for crowd counting is susceptible to adverse factors such as lighting conditions, which significantly impair the accuracy. An increasing number of methods have emerged for crowd counting using both RGB and thermal (RGB-T) images. Nevertheless, the underutilization of the complementarity among multimodal information has hindered the progress of RGB-T crowd counting. In order to fully leverage the complementarity among multimodal information without consuming excessive computing resources, we propose a multimodal feature fusion network (MMFFNet) based on the encoder–fusion–decoder structure for RGB-T crowd counting. We put forward a feature fusion module (FFM) that employs an attention-like approach to effectively fuse the extracted features at multiple levels across RGB-T modalities. Furthermore, a feature decoding module (FDM) that primarily uses three attention mechanisms is meticulously designed, incorporating various attention mechanisms to decode the features. Extensive experiments on the RGBT-CC dataset and the DroneRGBT dataset demonstrate that our proposed MMFFNet has achieved state-of-the-art (SOTA) performance in RGB-T crowd counting. The source code and pretrained models will be released upon acceptance at https://github.com/67zhanan/MMFFNet",,,,Kun Zhou; Hua Yan,,2,,JournalArticle,10.1109/tim.2025.3618732,,0,,,,,,,MMFFNet: Multimodal Feature Fusion Network for RGB-T Crowd Counting,https://www.semanticscholar.org/paper/8ece472dc4d8e896ce251d82e040ce075d44945c,Collected from Semantic Scholar API.,S2_8ece472dc4d8e896ce251d82e040ce075d44945c,,citation,,,8ece472dc4d8e896ce251d82e040ce075d44945c,https://www.semanticscholar.org/paper/8ece472dc4d8e896ce251d82e040ce075d44945c,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,IEEE Transactions on Instrumentation and Measurement,2025
"Scene parsing of high-resolution remote sensing images with complex backgrounds has received extensive attention in recent years. As unimodal networks are significantly affected by weather conditions, reflecting complex ground conditions fully and accurately is difficult; therefore, multimodal scene analysis is particularly important. Current multimodal scene-parsing networks often employ a dual-coding architecture to achieve high-performance segmentation. Because prompt learning allows models to understand and capture contextual information more effectively, the proposed prompt injection module (PIM) extracts relevant information from frozen normalized digital surface model (nDSM) features and integrates it into the infrared, red, and green (IRRG) branches through a modal embedding block. To extract the contextual semantic relationships between the local and global features in the image efficiently, we also design a dynamic filter block for feature enhancement. This design facilitates the mutual complementarity and guidance of information between the two modalities and optimizes fusion. The experimental results demonstrate that lightweight and effective multimodal prompt injection network (LENet) outperforms most current state-of-the-art lightweight methods on two public datasets, achieving comparable accuracy to that of traditional methods. It has only 10.81 M parameters, with 2.72 GFLOPS. Our code and results are available at https://github.com/LYZ00918/LENet.",,,,Yangzhen Li; Wujie Zhou; Jiajun Meng; Weiqing Yan,,1,,JournalArticle,10.1109/tgrs.2024.3507784,Computer Science,0,,,,,,,Lightweight and Efficient Multimodal Prompt Injection Network for Scene Parsing of Remote Sensing Scene Images,https://www.semanticscholar.org/paper/fa427cd1434399622c92a0fadbbafd429a507d02,Collected from Semantic Scholar API.,S2_fa427cd1434399622c92a0fadbbafd429a507d02,,citation,,,fa427cd1434399622c92a0fadbbafd429a507d02,https://www.semanticscholar.org/paper/fa427cd1434399622c92a0fadbbafd429a507d02,Semantic Scholar,ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Visual Prompt Multibranch Fusion Network for RGB-Thermal Crowd Counting,citation of ec22a2d22da90d89c2e85abc2ec2b6be1e30488b,Semantic Scholar metadata,,IEEE Transactions on Geoscience and Remote Sensing,2024
,,,,Varda Gotmare; Sarika Sawarkar; Hardik Bawanthade; Aditya Bhure; Gaurav Athare; V. Ahire,,0,,Conference,10.1109/esci68015.2026.11493188,,0,,,,,,,CrowdGuard – Smart Crowd Density Detection & Alerts System,https://www.semanticscholar.org/paper/13af71ec13c6604d42905a92eb10540c0983e6b3,Collected from Semantic Scholar API.,S2_13af71ec13c6604d42905a92eb10540c0983e6b3,,citation,,,13af71ec13c6604d42905a92eb10540c0983e6b3,https://www.semanticscholar.org/paper/13af71ec13c6604d42905a92eb10540c0983e6b3,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,2026 International Conference on Emerging Smart Computing and Informatics (ESCI),2026
"Introduction Accurate counting and spatial localization of soybean seeds—particularly Seeds Per Plant (SPP)—are critical for yield estimation and cultivar evaluation. In field environments, however, complex backgrounds, pod occlusion, and uneven grain filling make high-precision counting challenging, and traditional methods often struggle to balance accuracy and robustness. Methods To address these challenges, this study proposes SoyCountNet, a deep learning framework for automatic soybean seed counting and localization at the single-plant level under field conditions. The model is built on a self-constructed field-based phenotyping platform and optimized using the lightweight Point-to-Point Network (P2PNet). For feature extraction, a VGG19_BN backbone and a Super Token Sampling Vision Transformer (SViT) module are employed to enhance local feature representation and global contextual understanding. During feature fusion, the Efficient Channel Attention (ECA) mechanism strengthens seed-related features while suppressing interference from leaves, stems, and soil. Furthermore, an improved loss function that combines point-distance constraints with overlap penalties enhances both counting precision and spatial consistency. Results Experimental results demonstrate that SoyCountNet outperforms existing approaches on the field soybean dataset. It achieves a mean absolute error (MAE) of 4.61, a root mean square error (RMSE) of 6.03, and a coefficient of determination (R²) of 0.94. The model demonstrates consistent performance across the tested soybean cultivars, providing reliable SPP estimates within the evaluated dataset. Discussion These findings indicate that SoyCountNet offers a reliable and scalable solution for precise soybean seed counting and localization in complex field environments. Its lightweight architecture allows deployment on intelligent agricultural platforms, supporting high-throughput phenotyping, yield prediction, and precision breeding, while providing a foundation for the future development of intelligent and sustainable agricultural technologies.",,,,Fei Liu; Qiong Wu; Haoyu Wang; Zhongzhi Han; Shudong Wang; Longgang Zhao; Zhaohua Wang; Hexiang Luan,,0,,JournalArticle,10.3389/fpls.2026.1743104,Medicine,0,,,,,,,SoyCountNet: a deep learning framework for counting and locating soybean seeds in field environment,https://www.semanticscholar.org/paper/8458d92713334dab7eada3641cdc0673055a9930,Collected from Semantic Scholar API.,S2_8458d92713334dab7eada3641cdc0673055a9930,,citation,,,8458d92713334dab7eada3641cdc0673055a9930,https://www.semanticscholar.org/paper/8458d92713334dab7eada3641cdc0673055a9930,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,Frontiers in Plant Science,2026
,,,,Heba F. Elsepae; Heba M. El-Hoseny; Ehab K. I. Hamad; El-Sayed M. El-Rabaie,,0,,JournalArticle,10.1007/s10791-026-09928-8,,0,,,,,,,Deep learning for crowd counting in complex environments: challenges and novel trends,https://www.semanticscholar.org/paper/978ea95fc56d075c02127bf5082fc9882fa04880,Collected from Semantic Scholar API.,S2_978ea95fc56d075c02127bf5082fc9882fa04880,,citation,,,978ea95fc56d075c02127bf5082fc9882fa04880,https://www.semanticscholar.org/paper/978ea95fc56d075c02127bf5082fc9882fa04880,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,Discover Computing,2026
"Crowd counting, a cornerstone of computer vision, automates the estimation of individuals in images or videos, with vital applications in public safety and urban planning. This survey chronicles methodological advancements from early detection and regression techniques to modern deep learning paradigms. Traditional detection-based methods, reliant on handcrafted features, faltered in dense crowds due to occlusion and scale variation, prompting regression models to map image features directly to counts sacrificing spatial context. Density-based approaches emerged as a balance, predicting per-pixel density maps to preserve spatial distribution while deriving counts. The deep learning revolution introduced architectures like multi-column CNNs and transformer-based models, addressing scale variation through multi-scale fusion, dilated convolutions, and attention mechanisms. Benchmarks such as UCF_CC_50 and Shanghai Tech highlight progress in handling extreme density, though challenges like occlusion and real-time deployment persist. Performance metrics (MAE, MSE) underscore accuracy improvements, yet cross-scene generalization remains problematic. Emerging trends include transformer architectures for global context, hybrid detection-regression systems, and unsupervised learning to reduce annotation reliance. Future directions prioritize multimodal sensing lightweight temporal models for video consistency, and explainable AI for safety-critical decisions. This review synthesizes milestones, challenges, and future pathways to advance scalable, robust crowd-counting systems for smart cities.",,,,Anowar Afik; Ying Liu; Yuefan Hao; Abhushan Ojha,,1,,Conference; Review,10.1117/12.3095707,Engineering,0,,,,,,,"Crowd counting in computer vision: a comprehensive survey of methodological advances, persistent challenges, and emerging paradigms",https://www.semanticscholar.org/paper/643848e20154f3ee2b434d7642ee6080a24e2ba9,Collected from Semantic Scholar API.,S2_643848e20154f3ee2b434d7642ee6080a24e2ba9,,citation,,,643848e20154f3ee2b434d7642ee6080a24e2ba9,https://www.semanticscholar.org/paper/643848e20154f3ee2b434d7642ee6080a24e2ba9,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,International Conference on Artificial Intelligence and Pattern Recognition,2025
"Diffusion models have shown remarkable success in generating images, videos, and temporal data. However, systematic reviews on how diffusion models can accurately capture individual and collective behaviors in densely populated, dynamically complex crowd scenarios remain scarce. This paper provides a comprehensive perspective spanning diffusion generation theory and its applications to crowd activity analysis, systematically reviewing the core principles, noise scheduling strategies, sampling mechanisms, and representative architectures of diffusion models, while contrasting them with the limitations of traditional generative models. For anomaly detection tasks, the methods using diffusion models are categorized as weakly supervised and unsupervised based on the level of supervision. Then their performance is analyzed in terms of global, local and temporal feature utilization, reconstruction error, density modeling, and optimization strategies. For crowd counting, trajectory prediction, group tracking tasks, the applications of diffusion models are summarized underscoring their potential for modeling complex group dynamics. This work provides theoretical and practical guidance for advancing diffusion-based group activity analysis.",,,,Fangxu Wu; Gang Zhang,,0,,JournalArticle; Conference; Review,10.1109/bigdata66926.2025.11401756,Computer Science,0,,,,,,,Diffusion Models: A Systematic Review From Generative Theory to Applications in Group Activity,https://www.semanticscholar.org/paper/b94464cda359ba1e92e6b97b4e76a187bc85aa9e,Collected from Semantic Scholar API.,S2_b94464cda359ba1e92e6b97b4e76a187bc85aa9e,,citation,,,b94464cda359ba1e92e6b97b4e76a187bc85aa9e,https://www.semanticscholar.org/paper/b94464cda359ba1e92e6b97b4e76a187bc85aa9e,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,BigData Congress [Services Society],2025
"The integration of Deep Learning (DL) techniques into geospatial analysis has significantly enhanced the capacity to automate object detection and feature extraction from highresolution imagery. This study presents a practical approach to incorporating pretrained deep learning models within Geographic Information System (GIS) workflows, specifically using ArcGIS Pro and models available through the ArcGIS Living Atlas. The research focuses on the application of four pretrained models designed for detecting vehicles, counting crowds, extracting building footprints, and identifying trees in urban settings. Each model was integrated into a GIS-based workflow and applied to high-resolution imagery of an urban area to evaluate its usability, processing efficiency, and detection accuracy. The results demonstrate that accurate object-level analyses can be achieved without model training or customization. Precision (0.85) and IoU (0.72) were achieved in sample-based evaluations. This study contributes a validated and reproducible GeoAI methodology applicable to planning, monitoring, and decisionmaking in complex urban environments.",,,,Guillermo Guzmán-Chávez,,0,,,10.1109/etcm67548.2025.11304369,,0,,,,,,,Integrating pretrained Deep Learning models into GIS workflows for object detection in urban environments,https://www.semanticscholar.org/paper/66a78c1c4029bae23a788cb976ea1a5f2b6a70f4,Collected from Semantic Scholar API.,S2_66a78c1c4029bae23a788cb976ea1a5f2b6a70f4,,citation,,,66a78c1c4029bae23a788cb976ea1a5f2b6a70f4,https://www.semanticscholar.org/paper/66a78c1c4029bae23a788cb976ea1a5f2b6a70f4,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,2025 IEEE Ninth Ecuador Technical Chapters Meeting (ETCM),2025
"In Internet of Things (IoT)-driven intelligent perception systems, multimodal crowd counting using visible-thermal (RGB-T) sensor arrays deployed on edge nodes plays a vital role in urban management. Existing methods primarily focus on intermodal feature fusion but suffer from noise amplification when directly integrating thermal features with degraded visible images under low-light conditions, leading to inaccurate density estimation and poor nighttime performance. To address this, we propose the first domain-adaptive network for RGB-T crowd counting. First, we introduce a dark-light domain adaptation module based on Retinex decomposition. Unlike traditional approaches that extract only bright and thermal domain features, our module employs a dual decomposition-recomposition process to learn illumination-invariant features from RGB images, enhancing discriminability in dark regions while preserving bright-domain semantics. Second, the module is supervised by feature alignment, reflectance consistency, and decomposition invariance losses, strengthening its robustness under extreme illumination degradation. Finally, a multidomain progressive decision fusion module is designed to leverage shared and domain-specific features through public feature extraction, dual-domain fusion, and weighted decision processes, improving generalization across varying lighting conditions. Trained solely on well-lit data, our method generalizes effectively to dark scenarios. Experiments on DroneRGBT and RGBTCC datasets demonstrate superior performance over state-of-the-art fusion methods, particularly excelling in low-light crowd counting.",,,,Zuodong Niu; H. Pi; Guoqing Xiao; Shenghong Yang; Zhuo Tang; Dazheng Liu,,2,,JournalArticle,10.1109/jiot.2025.3594227,Computer Science,0,,,,,,,Low-Light Domain Enhancement and Multidomain Progressive Fusion for RGB-T Day–Night Crowd Counting,https://www.semanticscholar.org/paper/398a3710467649a2631a1c6415d3951e2214d655,Collected from Semantic Scholar API.,S2_398a3710467649a2631a1c6415d3951e2214d655,,citation,,,398a3710467649a2631a1c6415d3951e2214d655,https://www.semanticscholar.org/paper/398a3710467649a2631a1c6415d3951e2214d655,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,IEEE Internet of Things Journal,2025
"Deep learning-based crowd counting methods have achieved remarkable progress in recent years. However, in complex crowd scenarios, existing models still face challenges when adapting to significant density distribution differences between regions. Additionally, the inconsistency of individual representations caused by viewpoint changes and body posture differences further limits the counting accuracy of the models. To address these challenges, we propose DSGC-Net, a Dual-Stream Graph Convolutional Network based on feature correlation mining. DSGC-Net introduces a Density Approximation (DA) branch and a Representation Approximation (RA) branch. By modeling two semantic graphs, it captures the potential feature correlations in density variations and representation distributions. The DA branch incorporates a density prediction module that generates the density distribution map, and constructs a density-driven semantic graph based on density similarity. The RA branch establishes a representation-driven semantic graph by computing global representation similarity. Then, graph convolutional networks are applied to the two semantic graphs separately to model the latent semantic relationships, which enhance the model's ability to adapt to density variations and improve counting accuracy in multi-view and multi-pose scenarios. Extensive experiments on three widely used datasets demonstrate that DSGC-Net outperforms current state-of-the-art methods. In particular, we achieve MAE of 48.9 and 5.9 in ShanghaiTech Part A and Part B datasets, respectively. The released code is available at: https://github.com/Wu-eon/CrowdCounting-DSGCNet.",,2509.02261,,Yihong Wu; Jinqiao Wei; Xiong Zhao; Yidi Li; Shaoyi Du; Bin Ren; N. Sebe,,1,,JournalArticle,10.48550/arxiv.2509.02261,Computer Science,0,,,,,,,DSGC-Net: A Dual-Stream Graph Convolutional Network for Crowd Counting via Feature Correlation Mining,https://www.semanticscholar.org/paper/7df64e63e3187fa9973e2ca96a9b239849fb3cf5,Collected from Semantic Scholar API.,S2_7df64e63e3187fa9973e2ca96a9b239849fb3cf5,,citation,,,7df64e63e3187fa9973e2ca96a9b239849fb3cf5,https://www.semanticscholar.org/paper/7df64e63e3187fa9973e2ca96a9b239849fb3cf5,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,Chinese Conference on Pattern Recognition and Computer Vision,2025
": General object detection methods struggle to detect large numbers of small, overlapping objects, such as screws and nuts, in industrial inspection. Moreover, creating dense annotations in these applications is difficult and costly, motivating the need for few-shot object counting approaches that can generalize with minimal supervision. While methods like Learning to Count Everything and CountGD have achieved progress, the interaction between exemplar efficiency, exemplar robustness, and text guidance remains unknown. In this paper, we present ScrewCount, a new dataset for dense small-object counting in manufacturing contexts. Using ScrewCount, we conduct a systematic study of exemplar selection, analyzing how the number and quality of exemplars affect few-shot counting performance. Our experiments show diminishing returns beyond a small number of exemplars and sensitivity to annotation noise. We further evaluate a text-guided counting method, examining the influence of prompt phrasing on the results. Findings reveal that while text offers flexibility, performance is highly dependent on the prompt design, significantly affecting the method’s performance in some cases. ScrewCount establishes a benchmark for dense small-object counting and provides new insights into exemplar efficiency, robustness, and text guidance under limited annotation.",,,,Farnaz Delirie; Afshin Dini; Amirmasoud Molaei; L. Sadeghi,,0,,Conference,10.5220/0014236300004084,,0,,,,,,,ScrewCount: A Dataset and Benchmark for Exemplar Efficiency and Text-Guided Few-Shot Object Counting,https://www.semanticscholar.org/paper/bbf91e0e5148eadfc4f7733ad9a7e6b551ce45ac,Collected from Semantic Scholar API.,S2_bbf91e0e5148eadfc4f7733ad9a7e6b551ce45ac,,citation,,,bbf91e0e5148eadfc4f7733ad9a7e6b551ce45ac,https://www.semanticscholar.org/paper/bbf91e0e5148eadfc4f7733ad9a7e6b551ce45ac,Semantic Scholar,6797873d2be88c97148d4de6179fddf8d281d900,A comprehensive survey of crowd density estimation and counting,citation of 6797873d2be88c97148d4de6179fddf8d281d900,Semantic Scholar metadata,,Proceedings of the 21st International Conference on Computer Vision Theory and Applications,2026
