abstract,application_area,arxiv_id,author_keywords,authors,bibtex,citation_count,dataset_or_benchmark,document_type,doi,index_keywords,influential_citation_count,input_type,is_open_access,method_family,modality,open_access_pdf,output_type,paper_title,paper_url,reason_kept_or_removed,record_id,reference_count,relevance_score,s2_publication_date,semantic_scholar_id,semantic_scholar_url,source,source_query,task_category,tier,venue,year
,,,,Xiang Shen; Dezhi Han; Liang Zong; Zihan Guo; J. Hua,"@Article{Shen2024RelationalRA, author = {Xiang Shen and Dezhi Han and Liang Zong and Zihan Guo and J. Hua}, booktitle = {Applied intelligence (Boston)}, journal = {Applied Intelligence}, pages = {5062 - 5080}, title = {Relational reasoning and adaptive fusion for visual question answering}, volume = {54}, year = {2024} }",14,,JournalArticle,10.1007/s10489-024-05437-7,Computer Science,0,,False,,,,,Relational reasoning and adaptive fusion for visual question answering,https://www.semanticscholar.org/paper/4b8eeb3dae839650547faf55877abd0f39078053,Collected from Semantic Scholar API.,S2_4b8eeb3dae839650547faf55877abd0f39078053,60,,2024-03-01,4b8eeb3dae839650547faf55877abd0f39078053,https://www.semanticscholar.org/paper/4b8eeb3dae839650547faf55877abd0f39078053,Semantic Scholar,DOI:10.1007/s10489-024-05437-7,Semantic Scholar metadata,,Applied intelligence (Boston),2024
"Traditional palm oil production methods for evaluating fruit bunches (FFBs) are inefficient, costly, and have limited coverage. This study evaluates the performance of various YOLO models and other state-of-the-art object detection models using a novel dataset of oil palm fresh fruit bunches in plantations, captured in the plantation regions of Central Kalimantan Province, Indonesia. The dataset includes five ripeness classes (abnormal, ripe, underripe, unripe, and flower) and presents challenges such as partially visible objects, low contrast scenes, occluded and small objects, and blurry images. The proposed YOLOv8s Depthwise model was compared with other YOLO models, including YOLOv6s, YOLOv6l, YOLOv7 Tiny, YOLOv7l, YOLOv8s, and YOLOv8l. YOLOv8s Depthwise demonstrated a balanced performance, with a compact size (10.6 MB), fast inference time (0.027 seconds), and strong detection accuracy (mAP50 at 0.75, mAP50-95 at 0.481). Its rapid convergence and low training loss highlighted its efficiency, completing training in the shortest time of 2 hours, 18 minutes, and 30 seconds. Furthermore, it achieved low Mean Absolute Error (MAE) of 0.164 and Root Mean Square Error (RMSE) of 0.4, indicating precise counting capability. Hyperparameter tuning revealed that the YOLOv8s Depthwise model achieved optimal performance using the SGD optimizer with a batch size of 16 and a learning rate of 0.001, showing the best balance between accuracy and training efficiency. Data augmentation positively impacted model performance, resulting in improved performance metrics across various models. When evaluated against other state-of-the-art models on the same dataset, including Faster RCNN, SSD MobileNetV2, YOLOv4, and YOLOv9, YOLOv8s Depthwise surpassed other state-of-the-art models, including Faster R-CNN, SSD MobileNetV2, YOLOv4, and EfficientDet-D0 from previous research, in terms of speed, accuracy, and efficiency, making it ideal for real-time palm oil harvesting applications.",,,,Martinus Grady Naftali; Gregory Hugo; .. Suharjito,"@Article{Naftali2024PalmOC, author = {Martinus Grady Naftali and Gregory Hugo and .. Suharjito}, booktitle = {IEEE Access}, journal = {IEEE Access}, pages = {90395-90417}, title = {Palm Oil Counter: State-of-the-Art Deep Learning Models for Detection and Counting in Plantations}, volume = {12}, year = {2024} }",14,,JournalArticle,10.1109/access.2024.3419835,Computer Science,1,,True,,,https://doi.org/10.1109/access.2024.3419835,,Palm Oil Counter: State-of-the-Art Deep Learning Models for Detection and Counting in Plantations,https://www.semanticscholar.org/paper/31d5f09ba9ce7a3fca7eb1ea71ca75606a7a9d26,Collected from Semantic Scholar API.,S2_31d5f09ba9ce7a3fca7eb1ea71ca75606a7a9d26,95,,,31d5f09ba9ce7a3fca7eb1ea71ca75606a7a9d26,https://www.semanticscholar.org/paper/31d5f09ba9ce7a3fca7eb1ea71ca75606a7a9d26,Semantic Scholar,DOI:10.1109/access.2024.3419835,Semantic Scholar metadata,,IEEE Access,2024
"Object detection in high-resolution satellite imagery is emerging as a scalable alternative to on-the-ground survey data collection in many environmental and socioeconomic monitoring applications. However, performing object detection over large geographies can still be prohibitively expensive due to the high cost of purchasing imagery and compute. Inspired by traditional survey data collection strategies, we propose an approach to estimate object count statistics over large geographies through sampling. Given a cost budget, our method selects a small number of representative areas by sampling from a learnable proposal distribution. Using importance sampling, we are able to accurately estimate object counts after processing only a small fraction of the images compared to an exhaustive approach. We show empirically that the proposed framework achieves strong performance on estimating the number of buildings in the United States and Africa, cars in Kenya, brick kilns in Bangladesh, and swimming pools in the U.S., while requiring as few as 0.01% of satellite images compared to an exhaustive approach.",,2112.09126,,Chenlin Meng; Enci Liu; Willie Neiswanger; Jiaming Song; M. Burke; D. Lobell; Stefano Ermon,"@Article{Meng2021ISCOUNTLO, author = {Chenlin Meng and Enci Liu and Willie Neiswanger and Jiaming Song and M. Burke and D. Lobell and Stefano Ermon}, booktitle = {AAAI Conference on Artificial Intelligence}, pages = {12034-12042}, title = {IS-COUNT: Large-scale Object Counting from Satellite Images with Covariate-based Importance Sampling}, year = {2021} }",29,,JournalArticle; Conference; Review,10.1609/aaai.v36i11.21462,Computer Science,1,,True,,,https://ojs.aaai.org/index.php/AAAI/article/download/21462/21211,,IS-COUNT: Large-scale Object Counting from Satellite Images with Covariate-based Importance Sampling,https://www.semanticscholar.org/paper/f2a47ae70e592f4b17a143e2ffb50401b848bdc7,Collected from Semantic Scholar API.,S2_f2a47ae70e592f4b17a143e2ffb50401b848bdc7,31,,2021-12-16,f2a47ae70e592f4b17a143e2ffb50401b848bdc7,https://www.semanticscholar.org/paper/f2a47ae70e592f4b17a143e2ffb50401b848bdc7,Semantic Scholar,DOI:10.1609/aaai.v36i11.21462,Semantic Scholar metadata,,AAAI Conference on Artificial Intelligence,2021
"Object counting is an indispensable task in manufacturing and management. Recently, the development of image-processing techniques and deep learning object detection has achieved excellent performance in object-counting tasks. Accordingly, we propose a novel small-size smart counting system composed of a low-cost hardware device and a cloud-based object-counting software server to implement an accurate counting function and overcome the trade-off presented by the computing power of local hardware. The cloud-based object-counting software consists of a model adapted to the object-counting task through a novel DBC-NMS (our own technique) and hyperparameter tuning of deep-learning-based object-detection methods. With the power of DBC-NMS and hyperparameter tuning, the performance of the cloud-based object-counting software is competitive over commonly used public datasets (CARPK and SKU110K) and our custom dataset of small pills. Our cloud-based object-counting software achieves an mean absolute error (MAE) of 1.03 and a root mean squared error (RMSE) of 1.20 on the Pill dataset. These results demonstrate that the proposed smart counting system accurately detects and counts densely distributed object scenes. In addition, the proposed system shows a reasonable and efficient cost–performance ratio by converging low-cost hardware and cloud-based software.",,,,Jiwon Moon; Sangkyu Lim; Hakjun Lee; S. Yu; Ki-Baek Lee,"@Article{Moon2022SmartCS, author = {Jiwon Moon and Sangkyu Lim and Hakjun Lee and S. Yu and Ki-Baek Lee}, booktitle = {Remote Sensing}, journal = {Remote. Sens.}, pages = {3761}, title = {Smart Count System Based on Object Detection Using Deep Learning}, volume = {14}, year = {2022} }",17,,JournalArticle,10.3390/rs14153761,Computer Science,0,,True,,,https://www.mdpi.com/2072-4292/14/15/3761/pdf?version=1660036218,,Smart Count System Based on Object Detection Using Deep Learning,https://www.semanticscholar.org/paper/7e60f95034795b07f6146b1a4b5f038e6b049f9d,Collected from Semantic Scholar API.,S2_7e60f95034795b07f6146b1a4b5f038e6b049f9d,44,,2022-08-05,7e60f95034795b07f6146b1a4b5f038e6b049f9d,https://www.semanticscholar.org/paper/7e60f95034795b07f6146b1a4b5f038e6b049f9d,Semantic Scholar,DOI:10.3390/rs14153761,Semantic Scholar metadata,,Remote Sensing,2022
"Automatic people counting from images has recently drawn attention for urban monitoring in modern Smart Cities due to the ubiquity of surveillance camera networks. Current computer vision techniques rely on deep learning-based algorithms that estimate pedestrian densities in still, individual images. Only a bunch of works take advantage of temporal consistency in video sequences. In this work, we propose a spatio-temporal attentive neural network to estimate the number of pedestrians from surveillance videos. By taking advantage of the temporal correlation between consecutive frames, we lowered state-of-the-art count error by 5% and localization error by 7.5% on the widely-used FDST benchmark.",,2208.11339,,M. Avvenuti; M. Bongiovanni; Luca Ciampi; Fabrizio Falchi; C. Gennaro; Nicola Messina,"@Article{Avvenuti2022AST, author = {M. Avvenuti and M. Bongiovanni and Luca Ciampi and Fabrizio Falchi and C. Gennaro and Nicola Messina}, booktitle = {International Symposium on Computers and Communications}, journal = {2022 IEEE Symposium on Computers and Communications (ISCC)}, pages = {1-6}, title = {A Spatio- Temporal Attentive Network for Video-Based Crowd Counting}, year = {2022} }",13,,JournalArticle,10.1109/iscc55528.2022.9913019,Computer Science,1,,True,,,https://arxiv.org/pdf/2208.11339,,A Spatio- Temporal Attentive Network for Video-Based Crowd Counting,https://www.semanticscholar.org/paper/b7cabcd478571a191ea353e74a277d186a223f10,Collected from Semantic Scholar API.,S2_b7cabcd478571a191ea353e74a277d186a223f10,35,,2022-06-30,b7cabcd478571a191ea353e74a277d186a223f10,https://www.semanticscholar.org/paper/b7cabcd478571a191ea353e74a277d186a223f10,Semantic Scholar,DOI:10.1109/iscc55528.2022.9913019,Semantic Scholar metadata,,International Symposium on Computers and Communications,2022
"Estimating the correct number of objects in a given natural scene is a common challenge in computer vision. Natural scenes usually contain multiple object categories and varying object densities. Detection-based algorithms are well suited for class-aware object counting and low object counts. However, they underperform with high or varying numbers of objects. To address this challenge, we propose an end-to-end approach to enhance an existing detection based method with a multi-class density estimation branch. The results of both branches are fed into a successive count estimation network, which estimates object counts for each category. Although these numbers do not contain any 10-calization information, they can be used as a valuable indicator for verifying the exactness of the object detector results and improving its counting performance. In order to demonstrate the effectiveness, we evaluate our method on common object detection datasets.",,,,A. Michel; W. Gross; F. Schenkel; W. Middelmann,"@Article{Michel2022ClassawareOC, author = {A. Michel and W. Gross and F. Schenkel and W. Middelmann}, booktitle = {2022 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)}, journal = {2022 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW)}, pages = {469-478}, title = {Class-aware Object Counting}, year = {2022} }",12,,JournalArticle; Conference,10.1109/wacvw54805.2022.00053,Computer Science,1,,False,,,,,Class-aware Object Counting,https://www.semanticscholar.org/paper/ca8cefcc2056d5431030513e1ed9c505adcf7ce5,Collected from Semantic Scholar API.,S2_ca8cefcc2056d5431030513e1ed9c505adcf7ce5,33,,2022-01-01,ca8cefcc2056d5431030513e1ed9c505adcf7ce5,https://www.semanticscholar.org/paper/ca8cefcc2056d5431030513e1ed9c505adcf7ce5,Semantic Scholar,DOI:10.1109/wacvw54805.2022.00053,Semantic Scholar metadata,,2022 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),2022
,,,,Zhiliang Zhang; Wei Zhan; Kanglin Sun; Yu Zhang; Yuheng Guo; Zhangzhang He; Dengke Hua; Yong Sun; Xiongwei Zhang; Sisi Tong; Lianyou Gui,"@Article{Zhang2024RPHCounterFD, author = {Zhiliang Zhang and Wei Zhan and Kanglin Sun and Yu Zhang and Yuheng Guo and Zhangzhang He and Dengke Hua and Yong Sun and Xiongwei Zhang and Sisi Tong and Lianyou Gui}, booktitle = {Computers and Electronics in Agriculture}, journal = {Comput. Electron. Agric.}, pages = {109242}, title = {RPH-Counter: Field detection and counting of rice planthoppers using a fully convolutional network with object-level supervision}, volume = {225}, year = {2024} }",12,,JournalArticle,10.1016/j.compag.2024.109242,Computer Science,0,,False,,,,,RPH-Counter: Field detection and counting of rice planthoppers using a fully convolutional network with object-level supervision,https://www.semanticscholar.org/paper/e9f4152a515af114655393e4be2bdf77b7a96e94,Collected from Semantic Scholar API.,S2_e9f4152a515af114655393e4be2bdf77b7a96e94,51,,2024-10-01,e9f4152a515af114655393e4be2bdf77b7a96e94,https://www.semanticscholar.org/paper/e9f4152a515af114655393e4be2bdf77b7a96e94,Semantic Scholar,DOI:10.1016/j.compag.2024.109242,Semantic Scholar metadata,,Computers and Electronics in Agriculture,2024
,,,,Guy Farjon; Yael Edan,"@Article{Farjon2024AgroCountersA, author = {Guy Farjon and Yael Edan}, booktitle = {Computers and Electronics in Agriculture}, journal = {Comput. Electron. Agric.}, pages = {108988}, title = {AgroCounters - A repository for counting objects in images in the agricultural domain by using deep-learning algorithms: Framework and evaluation}, volume = {222}, year = {2024} }",16,,JournalArticle,10.1016/j.compag.2024.108988,Computer Science,0,,False,,,,,AgroCounters - A repository for counting objects in images in the agricultural domain by using deep-learning algorithms: Framework and evaluation,https://www.semanticscholar.org/paper/cc509e7edab9b578d699c79624a3ad69133edf7b,Collected from Semantic Scholar API.,S2_cc509e7edab9b578d699c79624a3ad69133edf7b,46,,2024-07-01,cc509e7edab9b578d699c79624a3ad69133edf7b,https://www.semanticscholar.org/paper/cc509e7edab9b578d699c79624a3ad69133edf7b,Semantic Scholar,DOI:10.1016/j.compag.2024.108988,Semantic Scholar metadata,,Computers and Electronics in Agriculture,2024
"Object counting has attracted a lot of attention in remote-sensing image analysis. In density map-based object counting algorithms, the ground-truth density maps generated by fix-sized Gaussian kernels ignore the spatial features of the objects. In this article, an adaptive density map-assisted learning (ADMAL) algorithm is proposed, which taps into spatial features of the objects from the beginning phase of ground-truth density map generation (DMG). ADMAL consists of two networks: a contexture-aware DMG (CADMG) network and a transformer-based density map estimation (TDME) network. The CADMG network is designed to generate a ground-truth density map from each annotated point map. Compared with Gaussian convolved density maps, the ground-truth density maps generated by CADMG will be tailored according to the texture and neighborhood relationship among objects, which can promote the learning effect of the TDME network. TDME is the core network for object counting. The backbone of the TDME network adopts a Swin transformer structure, the self-attention mechanism of which possesses a larger receptive field for effective feature extraction in remote-sensing images. Comprehensive experiments prove that the ground-truth density map generated by CADMG can help various density map estimation (DME) networks achieve better training effects, among which TDME achieves the best performances. Moreover, the ADMAL algorithm can achieve preferable object counting performances for both satellite-based and drone-based images. Code and pretrained models are available at https://github.com/gcding/ADMAL-pytorch.",,,,Guanchen Ding; Mingpeng Cui; Daiqin Yang; Tao Wang; Sihan Wang; Yunfei Zhang,"@Article{Ding2022ObjectCF, author = {Guanchen Ding and Mingpeng Cui and Daiqin Yang and Tao Wang and Sihan Wang and Yunfei Zhang}, booktitle = {IEEE Transactions on Geoscience and Remote Sensing}, journal = {IEEE Transactions on Geoscience and Remote Sensing}, pages = {1-11}, title = {Object Counting for Remote-Sensing Images via Adaptive Density Map-Assisted Learning}, volume = {60}, year = {2022} }",14,,JournalArticle,10.1109/tgrs.2022.3208326,Computer Science,0,,False,,,,,Object Counting for Remote-Sensing Images via Adaptive Density Map-Assisted Learning,https://www.semanticscholar.org/paper/0a7e7eeb596351769ac3982d07d30201e7a74dbd,Collected from Semantic Scholar API.,S2_0a7e7eeb596351769ac3982d07d30201e7a74dbd,56,,,0a7e7eeb596351769ac3982d07d30201e7a74dbd,https://www.semanticscholar.org/paper/0a7e7eeb596351769ac3982d07d30201e7a74dbd,Semantic Scholar,DOI:10.1109/tgrs.2022.3208326,Semantic Scholar metadata,,IEEE Transactions on Geoscience and Remote Sensing,2022
"Reducing the total mission time is essential in wildlife surveys owing to the dynamic movement of animals throughout their migrating environment and potentially extreme changes in weather. This paper proposed a multi-UAV path planning method for counting various flora and fauna populations, which can fully use the UAVs’ limited flight time to cover large areas. Unlike the current complete coverage path planning methods, based on sweep and polygon, our work encoded the path planning problem as the satisfiability modulo theory using a one-hot encoding scheme. Each instance generated a set of feasible paths at each iteration and recovered the set of shortest paths after sufficient time. We also flexibly optimized the paths based on the number of UAVs, endurance and camera parameters. We implemented the planning algorithm with four UAVs to conduct multiple photographic aerial wildlife surveys in areas around Zonag Lake, the birthplace of Tibetan antelope. Over 6 square kilometers was surveyed in about 2 h. In contrast, previous human-piloted single-drone surveys of the same area required over 4 days to complete. A generic few-shot detector that can perform effective counting without training on the target object is utilized in this paper, which can achieve an accuracy of over 97%.",,,,Rui Huang; Han Zhou; Tong Liu; Hanlin Sheng,"@Article{Huang2022MultiUAVCT, author = {Rui Huang and Han Zhou and Tong Liu and Hanlin Sheng}, booktitle = {Drones}, journal = {Drones}, title = {Multi-UAV Collaboration to Survey Tibetan Antelopes in Hoh Xil}, year = {2022} }",11,,Review,10.3390/drones6080196,,0,,True,,,https://www.mdpi.com/2504-446X/6/8/196/pdf?version=1659778108,,Multi-UAV Collaboration to Survey Tibetan Antelopes in Hoh Xil,https://www.semanticscholar.org/paper/5f1aec6d94970acc4eb11519b220ec4694a2f757,Collected from Semantic Scholar API.,S2_5f1aec6d94970acc4eb11519b220ec4694a2f757,34,,2022-08-06,5f1aec6d94970acc4eb11519b220ec4694a2f757,https://www.semanticscholar.org/paper/5f1aec6d94970acc4eb11519b220ec4694a2f757,Semantic Scholar,DOI:10.3390/drones6080196,Semantic Scholar metadata,,Drones,2022
"In object counting, objects often exhibit different sizes at different scales, even if they have similar physical sizes in reality. This is particularly true when targeting crowd counting and vehicle counting in intelligent transportation. Failing to model such variations leads to the mismatch between the object size and image scale. To address this problem, existing methods often extract multi-scale features, but they either still generate the single-scale prediction or lack an explicit suppression mechanism to eliminate predictions engendered by inappropriate scales. Our scale analysis manifests that, the single-scale estimation only works well for objects of certain sizes, and a suppression operator is required to isolate the estimation of a specific scale. In this work, we propose a scale-aware counting network termed NSSNet. NSSNet has two key features: it not only i) generates multi-scale predictions but also ii) applies a novel non-scale suppression (NSS) operator to suppress scale-mismatched estimations. NSS is inspired by the widely-used non-maximum suppression (NMS). In contrast to NMS that only reserves the maximum response, NSS filters out those clearly wrong predictions (the remaining predictions may still be from multiple scales). We evaluate NSSNet on four standard crowd and vehicle counting benchmarks and report state-of-the-art performance. We also show the scale adaptability of NSSNet through a controlled multi-scale experiment. Code and pretrained models are available at https://git.io/nssnet.",,,,L. Liu; ZHIGUO CAO; Hao Lu; Haipeng Xiong; Chunhua Shen,"@Article{Liu2022NSSNetSO, author = {L. Liu and ZHIGUO CAO and Hao Lu and Haipeng Xiong and Chunhua Shen}, booktitle = {IEEE transactions on intelligent transportation systems (Print)}, journal = {IEEE Transactions on Intelligent Transportation Systems}, pages = {3103-3114}, title = {NSSNet: Scale-Aware Object Counting With Non-Scale Suppression}, volume = {23}, year = {2022} }",8,,JournalArticle,10.1109/tits.2020.3030781,Computer Science,0,,False,,,,,NSSNet: Scale-Aware Object Counting With Non-Scale Suppression,https://www.semanticscholar.org/paper/5623f7fae57cbfd8e992a503473d35688019e034,Collected from Semantic Scholar API.,S2_5623f7fae57cbfd8e992a503473d35688019e034,0,,2022-04-01,5623f7fae57cbfd8e992a503473d35688019e034,https://www.semanticscholar.org/paper/5623f7fae57cbfd8e992a503473d35688019e034,Semantic Scholar,DOI:10.1109/tits.2020.3030781,Semantic Scholar metadata,,IEEE transactions on intelligent transportation systems (Print),2022
,,,,Ankit Tomar; Santosh Kumar; KamalKant Verma,"@Article{Tomar2024PeopleCF, author = {Ankit Tomar and Santosh Kumar and KamalKant Verma}, booktitle = {SN Computer Science}, journal = {SN Computer Science}, title = {People Counting from Moving Camera Videos through PeopleNet Framework}, volume = {5}, year = {2024} }",12,,JournalArticle,10.1007/s42979-024-03298-y,Computer Science,0,,False,,,,,People Counting from Moving Camera Videos through PeopleNet Framework,https://www.semanticscholar.org/paper/71219824afc2f2753312728e0734011a6a27f46d,Collected from Semantic Scholar API.,S2_71219824afc2f2753312728e0734011a6a27f46d,62,,2024-10-23,71219824afc2f2753312728e0734011a6a27f46d,https://www.semanticscholar.org/paper/71219824afc2f2753312728e0734011a6a27f46d,Semantic Scholar,DOI:10.1007/s42979-024-03298-y,Semantic Scholar metadata,,SN Computer Science,2024
"The counting task, which plays a fundamental role in numerous applications (e.g., crowd counting, traffic statistics), aims to predict the number of objects with various densities. Existing object counting tasks are designed for a single object class. However, it is inevitable to encounter newly coming data with new classes in our real world. We name this scenario as evolving object counting. In this paper, we build the first evolving object counting dataset and propose a unified object counting network as the first attempt to address this task. The proposed network consists of two key components: a class-agnostic mask module and a class-incremental module. The class-agnostic mask module learns generic object occupation prior by predicting a class-agnostic binary mask (e.g., 1 denotes there exists an object at the considering position in an image and 0 otherwise). The class-incremental module is used to handle new classes and provides discriminative class guidance for density map prediction. The combined outputs of the class-agnostic mask module and image feature extractor are used to predict the final density map. When new classes arrive, we first add new neural nodes to the last regression and classification layers of the class-incremental module. Then, instead of retraining the model from scratch, we utilize knowledge distillation to help the model retain and consolidate what it has previously learned. We also employ a support sample bank to store a small number of typical training samples for each class, which are used to prevent the model from forgetting key information from old data. With this design, our model can efficiently and effectively adapt to new classes while maintaining good performance on already-seen data without large-scale retraining. Extensive experiments on the collected dataset demonstrate favorable performance. The dataset and code will be available at: https://github.com/Tanyjiang/EOCO.",,2212.14193,,Shengqin Jiang; Qing Wang; Fengna Cheng; Yuankai Qi; Qingshan Liu,"@Article{Jiang2022AUO, author = {Shengqin Jiang and Qing Wang and Fengna Cheng and Yuankai Qi and Qingshan Liu}, booktitle = {IEEE transactions on circuits and systems for video technology (Print)}, journal = {IEEE Transactions on Circuits and Systems for Video Technology}, pages = {1147-1158}, title = {A Unified Object Counting Network With Object Occupation Prior}, volume = {34}, year = {2022} }",8,,JournalArticle,10.1109/tcsvt.2023.3291824,Computer Science,0,,True,,,http://arxiv.org/pdf/2212.14193,,A Unified Object Counting Network With Object Occupation Prior,https://www.semanticscholar.org/paper/c79e7ad95e40d6b2fe17f1db817f6a107fb70ff2,Collected from Semantic Scholar API.,S2_c79e7ad95e40d6b2fe17f1db817f6a107fb70ff2,60,,2022-12-29,c79e7ad95e40d6b2fe17f1db817f6a107fb70ff2,https://www.semanticscholar.org/paper/c79e7ad95e40d6b2fe17f1db817f6a107fb70ff2,Semantic Scholar,DOI:10.1109/tcsvt.2023.3291824,Semantic Scholar metadata,,IEEE transactions on circuits and systems for video technology (Print),2022
"Generic object counting in natural scenes is a challenging computer vision problem. Existing approaches either rely on instance-level supervision or absolute count information to train a generic object counter. We introduce a partially supervised setting that significantly reduces the supervision level required for generic object counting. We propose two novel frameworks, named lower-count (LC) and reduced lower-count (RLC), to enable object counting under this setting. Our frameworks are built on a novel dual-branch architecture that has an image classification and a density branch. Our LC framework reduces the annotation cost due to multiple instances in an image by using only lower-count supervision for all object categories. Our RLC framework further reduces the annotation cost arising from large numbers of object categories in a dataset by only using lower-count supervision for a subset of categories and class-labels for the remaining ones. The RLC framework extends our dual-branch LC framework with a novel weight modulation layer and a category-independent density map prediction. Experiments are performed on COCO, Visual Genome and PASCAL 2007 datasets. Our frameworks perform on par with state-of-the-art approaches using higher levels of supervision. Additionally, we demonstrate the applicability of our LC supervised density map for image-level supervised instance segmentation.",,1912.06448,,Hisham Cholakkal; Guolei Sun; Salman Hameed Khan; F. Khan; Ling Shao; L. Van Gool,"@Article{Cholakkal2019TowardsPS, author = {Hisham Cholakkal and Guolei Sun and Salman Hameed Khan and F. Khan and Ling Shao and L. Van Gool}, booktitle = {IEEE Transactions on Pattern Analysis and Machine Intelligence}, journal = {IEEE Transactions on Pattern Analysis and Machine Intelligence}, pages = {1604-1622}, title = {Towards Partial Supervision for Generic Object Counting in Natural Scenes}, volume = {44}, year = {2019} }",16,,JournalArticle,10.1109/tpami.2020.3021025,Medicine; Computer Science,3,,True,,,https://lirias.kuleuven.be/bitstream/123456789/670193/2/1912.06448.pdf,,Towards Partial Supervision for Generic Object Counting in Natural Scenes,https://www.semanticscholar.org/paper/58477748dd391bf9f39d7c4ca2c61f332f6342e8,Collected from Semantic Scholar API.,S2_58477748dd391bf9f39d7c4ca2c61f332f6342e8,74,,2019-12-13,58477748dd391bf9f39d7c4ca2c61f332f6342e8,https://www.semanticscholar.org/paper/58477748dd391bf9f39d7c4ca2c61f332f6342e8,Semantic Scholar,DOI:10.1109/tpami.2020.3021025,Semantic Scholar metadata,,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019
"Point-wise supervision is widely adopted in computer vision tasks such as crowd counting and human pose estimation. In practice, the noise in point annotations may affect the performance and robustness of algorithm significantly. In this paper, we investigate the effect of annotation noise in point-wise supervision and propose a series of robust loss functions for different tasks. In particular, the point annotation noise includes spatial-shift noise, missing-point noise, and duplicate-point noise. The spatial-shift noise is the most common one, and exists in crowd counting, pose estimation, visual tracking, etc, while the missing-point and duplicate-point noises usually appear in dense annotations, such as crowd counting. In this paper, we first consider the shift noise by modeling the real locations as random variables and the annotated points as noisy observations. The probability density function of the intermediate representation (a smooth heat map generated from dot annotations) is derived and the negative log likelihood is used as the loss function to naturally model the shift uncertainty in the intermediate representation. The missing and duplicate noise are further modeled by an empirical way with the assumption that the noise appears at high density region with a high probability. We apply the method to crowd counting, human pose estimation and visual tracking, propose robust loss functions for those tasks, and achieve superior performance and robustness on widely used datasets.",,,,Jia Wan; Qiangqiang Wu; Antoni B. Chan,"@Article{Wan2023ModelingNA, author = {Jia Wan and Qiangqiang Wu and Antoni B. Chan}, booktitle = {IEEE Transactions on Pattern Analysis and Machine Intelligence}, journal = {IEEE Transactions on Pattern Analysis and Machine Intelligence}, pages = {15065-15080}, title = {Modeling Noisy Annotations for Point-Wise Supervision}, volume = {45}, year = {2023} }",10,,JournalArticle,10.1109/tpami.2023.3299753,Medicine; Computer Science,0,,False,,,,,Modeling Noisy Annotations for Point-Wise Supervision,https://www.semanticscholar.org/paper/c0ad1ab3e138a435c3f96eb2b6664619ecba75c1,Collected from Semantic Scholar API.,S2_c0ad1ab3e138a435c3f96eb2b6664619ecba75c1,94,,2023-07-28,c0ad1ab3e138a435c3f96eb2b6664619ecba75c1,https://www.semanticscholar.org/paper/c0ad1ab3e138a435c3f96eb2b6664619ecba75c1,Semantic Scholar,DOI:10.1109/tpami.2023.3299753,Semantic Scholar metadata,,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023
"This paper proposes an adaptive auxiliary task learning-based approach for transport object counting problems such as humans and vehicles. These problems are essential in many real-world tasks such as video surveillance, traffic monitoring, public security, and urban planning, to aid intelligent transportation systems. Unlike existing auxiliary task learning-based methods, we develop an attention-enhanced adaptively shared backbone network to enable both task-shared and task-tailored features that are learned in an end-to-end manner. The network seamlessly combines a standard Convolution Neural Network (CNN) and a Graph Convolution Network (GCN) for feature extraction and feature reasoning among different domains of tasks. Our approach gains enriched contextual information by iteratively and hierarchically fusing features across different task branches of the adaptive CNN backbone. The whole framework pays special attention to objects’ spatial locations and varied density levels, informed by object (or crowd) segmentation and density level segmentation auxiliary tasks. In particular, thanks to the proposed dilated contrastive density loss function, our network benefits from individual and regional context supervision, along with strengthened robustness. Experiments on six challenging multi-domain datasets demonstrate that our method achieves superior performance compared with state-of-the-art auxiliary task learning-based counting methods. Our code is publicly available.",,,,Y. Meng; J. Bridge; Yitian Zhao; Martha Joddrell; Yihong Qiao; Xiaoyun Yang; Xiaowei Huang; Yalin Zheng,"@Article{Meng2023TransportationOC, author = {Y. Meng and J. Bridge and Yitian Zhao and Martha Joddrell and Yihong Qiao and Xiaoyun Yang and Xiaowei Huang and Yalin Zheng}, booktitle = {IEEE transactions on intelligent transportation systems (Print)}, journal = {IEEE Transactions on Intelligent Transportation Systems}, pages = {3422-3437}, title = {Transportation Object Counting With Graph-Based Adaptive Auxiliary Learning}, volume = {24}, year = {2023} }",9,,JournalArticle,10.1109/tits.2022.3226504,Computer Science,0,,False,,,,,Transportation Object Counting With Graph-Based Adaptive Auxiliary Learning,https://www.semanticscholar.org/paper/3020c28a147139ca0df1a5c6c26be144a366a9a6,Collected from Semantic Scholar API.,S2_3020c28a147139ca0df1a5c6c26be144a366a9a6,104,,2023-03-01,3020c28a147139ca0df1a5c6c26be144a366a9a6,https://www.semanticscholar.org/paper/3020c28a147139ca0df1a5c6c26be144a366a9a6,Semantic Scholar,DOI:10.1109/tits.2022.3226504,Semantic Scholar metadata,,IEEE transactions on intelligent transportation systems (Print),2023
